method,classifier,C,gamma,seed,fold,OA,macro_F1,kappa
USP,rbf_svm,100.000000,10,43,2,0.461538,0.348948,0.280316
SNV,svm,0.010000,scale,43,2,0.974359,0.952381,0.967901
SNV,svm,0.100000,scale,43,2,0.974359,0.957672,0.967928
SNV,svm,1.000000,scale,43,2,0.974359,0.973545,0.967742
SNV,svm,10.000000,scale,43,2,0.974359,0.973545,0.967742
SNV,svm,100.000000,scale,43,2,0.974359,0.973545,0.967742
SNV,rbf_svm,0.100000,0.001,43,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,43,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,43,2,0.641026,0.665567,0.583841
SNV,rbf_svm,0.100000,1,43,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,43,2,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,43,2,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,43,2,0.974359,0.957672,0.967928
SNV,rbf_svm,1.000000,0.1,43,2,0.974359,0.974235,0.967715
SNV,rbf_svm,1.000000,1,43,2,0.641026,0.541885,0.520632
SNV,rbf_svm,1.000000,10,43,2,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,43,2,1.000000,1.000000,1.000000
SNV,rbf_svm,10.000000,0.01,43,2,0.974359,0.973545,0.967742
SNV,rbf_svm,10.000000,0.1,43,2,0.948718,0.934259,0.935000
SNV,rbf_svm,10.000000,1,43,2,0.717949,0.594006,0.625654
SNV,rbf_svm,10.000000,10,43,2,0.384615,0.174948,0.145985
SNV,rbf_svm,100.000000,0.001,43,2,0.974359,0.973545,0.967742
SNV,rbf_svm,100.000000,0.01,43,2,0.974359,0.973545,0.967742
SNV,rbf_svm,100.000000,0.1,43,2,0.948718,0.934259,0.935000
SNV,rbf_svm,100.000000,1,43,2,0.717949,0.594006,0.625654
SNV,rbf_svm,100.000000,10,43,2,0.384615,0.174948,0.145985
USP,svm,0.010000,scale,43,3,0.868421,0.895531,0.836348
USP,svm,0.100000,scale,43,3,0.947368,0.957672,0.934142
USP,svm,1.000000,scale,43,3,0.973684,0.978408,0.966957
USP,svm,10.000000,scale,43,3,0.973684,0.978408,0.966957
USP,svm,100.000000,scale,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,0.100000,0.001,43,3,0.078947,0.024390,0.000000
USP,rbf_svm,0.100000,0.01,43,3,0.368421,0.315794,0.281890
USP,rbf_svm,0.100000,0.1,43,3,0.710526,0.729486,0.653400
USP,rbf_svm,0.100000,1,43,3,0.526316,0.531858,0.383228
USP,rbf_svm,0.100000,10,43,3,0.078947,0.024390,0.000000
USP,rbf_svm,1.000000,0.001,43,3,0.263158,0.233090,0.154213
USP,rbf_svm,1.000000,0.01,43,3,0.894737,0.917754,0.868626
USP,rbf_svm,1.000000,0.1,43,3,0.947368,0.946703,0.933566
USP,rbf_svm,1.000000,1,43,3,0.842105,0.825031,0.795516
USP,rbf_svm,1.000000,10,43,3,0.500000,0.365100,0.325234
USP,rbf_svm,10.000000,0.001,43,3,0.894737,0.917754,0.868626
USP,rbf_svm,10.000000,0.01,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,10.000000,0.1,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,10.000000,1,43,3,0.868421,0.852381,0.830206
USP,rbf_svm,10.000000,10,43,3,0.473684,0.296296,0.285714
USP,rbf_svm,100.000000,0.001,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,100.000000,0.01,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,100.000000,0.1,43,3,0.973684,0.978408,0.966957
USP,rbf_svm,100.000000,1,43,3,0.868421,0.852381,0.830206
USP,rbf_svm,100.000000,10,43,3,0.473684,0.296296,0.285714
SNV,svm,0.010000,scale,43,3,0.815789,0.769096,0.770095
SNV,svm,0.100000,scale,43,3,0.894737,0.910800,0.869528
SNV,svm,1.000000,scale,43,3,0.921053,0.941938,0.901299
SNV,svm,10.000000,scale,43,3,0.894737,0.920071,0.867826
SNV,svm,100.000000,scale,43,3,0.894737,0.920071,0.867826
SNV,rbf_svm,0.100000,0.001,43,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.01,43,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.1,43,3,0.552632,0.613445,0.486894
SNV,rbf_svm,0.100000,1,43,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,10,43,3,0.078947,0.024390,0.000000
SNV,rbf_svm,1.000000,0.001,43,3,0.342105,0.200758,0.126838
SNV,rbf_svm,1.000000,0.01,43,3,0.868421,0.879365,0.836066
SNV,rbf_svm,1.000000,0.1,43,3,0.973684,0.983982,0.966812
SNV,rbf_svm,1.000000,1,43,3,0.526316,0.532143,0.364312
SNV,rbf_svm,1.000000,10,43,3,0.263158,0.069444,0.000000
SNV,rbf_svm,10.000000,0.001,43,3,0.842105,0.855820,0.804460
SNV,rbf_svm,10.000000,0.01,43,3,0.947368,0.957672,0.934142
SNV,rbf_svm,10.000000,0.1,43,3,0.973684,0.983982,0.966812
SNV,rbf_svm,10.000000,1,43,3,0.578947,0.594049,0.438078
SNV,rbf_svm,10.000000,10,43,3,0.289474,0.074830,0.000000
SNV,rbf_svm,100.000000,0.001,43,3,0.894737,0.921693,0.868852
SNV,rbf_svm,100.000000,0.01,43,3,0.947368,0.968182,0.933682
SNV,rbf_svm,100.000000,0.1,43,3,0.973684,0.983982,0.966812
SNV,rbf_svm,100.000000,1,43,3,0.578947,0.594049,0.438078
SNV,rbf_svm,100.000000,10,43,3,0.289474,0.074830,0.000000
USP,svm,0.010000,scale,43,4,0.868421,0.894403,0.835212
USP,svm,0.100000,scale,43,4,0.973684,0.968944,0.966637
USP,svm,1.000000,scale,43,4,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,43,4,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,43,4,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,43,4,0.315789,0.160714,0.194127
USP,rbf_svm,0.100000,0.01,43,4,0.394737,0.225427,0.269231
USP,rbf_svm,0.100000,0.1,43,4,0.868421,0.880999,0.830810
USP,rbf_svm,0.100000,1,43,4,0.368421,0.246377,0.131429
USP,rbf_svm,0.100000,10,43,4,0.289474,0.074830,0.000000
USP,rbf_svm,1.000000,0.001,43,4,0.552632,0.372893,0.401297
USP,rbf_svm,1.000000,0.01,43,4,0.894737,0.913306,0.867596
USP,rbf_svm,1.000000,0.1,43,4,0.947368,0.953530,0.933216
USP,rbf_svm,1.000000,1,43,4,0.868421,0.879910,0.831111
USP,rbf_svm,1.000000,10,43,4,0.552632,0.497192,0.393996
USP,rbf_svm,10.000000,0.001,43,4,0.894737,0.913306,0.867596
USP,rbf_svm,10.000000,0.01,43,4,0.973684,0.968944,0.966637
USP,rbf_svm,10.000000,0.1,43,4,0.947368,0.953530,0.933216
USP,rbf_svm,10.000000,1,43,4,0.894737,0.894880,0.865009
USP,rbf_svm,10.000000,10,43,4,0.605263,0.491692,0.464286
USP,rbf_svm,100.000000,0.001,43,4,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.01,43,4,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,43,4,0.947368,0.953530,0.933216
USP,rbf_svm,100.000000,1,43,4,0.894737,0.894880,0.865009
USP,rbf_svm,100.000000,10,43,4,0.605263,0.491692,0.464286
SNV,svm,0.010000,scale,43,4,0.921053,0.919087,0.900783
SNV,svm,0.100000,scale,43,4,0.973684,0.972710,0.967014
SNV,svm,1.000000,scale,43,4,0.947368,0.950312,0.933740
SNV,svm,10.000000,scale,43,4,0.921053,0.902693,0.900697
SNV,svm,100.000000,scale,43,4,0.921053,0.902693,0.900697
SNV,rbf_svm,0.100000,0.001,43,4,0.368421,0.196382,0.150838
SNV,rbf_svm,0.100000,0.01,43,4,0.368421,0.208333,0.144465
SNV,rbf_svm,0.100000,0.1,43,4,0.789474,0.788536,0.727354
SNV,rbf_svm,0.100000,1,43,4,0.368421,0.246377,0.131429
SNV,rbf_svm,0.100000,10,43,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.001,43,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.01,43,4,0.973684,0.968944,0.966637
SNV,rbf_svm,1.000000,0.1,43,4,0.894737,0.907937,0.866197
SNV,rbf_svm,1.000000,1,43,4,0.631579,0.492484,0.506951
SNV,rbf_svm,1.000000,10,43,4,0.289474,0.074830,0.000000
SNV,rbf_svm,10.000000,0.001,43,4,0.894737,0.878704,0.867133
SNV,rbf_svm,10.000000,0.01,43,4,0.973684,0.968944,0.966637
SNV,rbf_svm,10.000000,0.1,43,4,0.947368,0.937229,0.932981
SNV,rbf_svm,10.000000,1,43,4,0.684211,0.515278,0.576602
SNV,rbf_svm,10.000000,10,43,4,0.342105,0.145503,0.104618
SNV,rbf_svm,100.000000,0.001,43,4,0.973684,0.972710,0.967014
SNV,rbf_svm,100.000000,0.01,43,4,0.973684,0.968944,0.966637
SNV,rbf_svm,100.000000,0.1,43,4,0.947368,0.937229,0.932981
SNV,rbf_svm,100.000000,1,43,4,0.684211,0.515278,0.576602
SNV,rbf_svm,100.000000,10,43,4,0.342105,0.145503,0.104618
USP,svm,0.010000,scale,44,0,0.871795,0.827638,0.835443
USP,svm,0.100000,scale,44,0,0.974359,0.957672,0.967554
USP,svm,1.000000,scale,44,0,0.948718,0.917092,0.934673
USP,svm,10.000000,scale,44,0,0.948718,0.933655,0.934233
USP,svm,100.000000,scale,44,0,0.948718,0.933655,0.934233
USP,rbf_svm,0.100000,0.001,44,0,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,44,0,0.358974,0.251905,0.254587
USP,rbf_svm,0.100000,0.1,44,0,0.717949,0.726190,0.654311
USP,rbf_svm,0.100000,1,44,0,0.128205,0.139683,0.043290
USP,rbf_svm,0.100000,10,44,0,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,44,0,0.179487,0.108333,0.078287
USP,rbf_svm,1.000000,0.01,44,0,0.897436,0.866631,0.869237
USP,rbf_svm,1.000000,0.1,44,0,0.923077,0.887302,0.901515
USP,rbf_svm,1.000000,1,44,0,0.820513,0.823190,0.766467
USP,rbf_svm,1.000000,10,44,0,0.512821,0.407883,0.338983
USP,rbf_svm,10.000000,0.001,44,0,0.923077,0.906552,0.902581
USP,rbf_svm,10.000000,0.01,44,0,0.923077,0.886698,0.901515
USP,rbf_svm,10.000000,0.1,44,0,0.923077,0.905000,0.900847
USP,rbf_svm,10.000000,1,44,0,0.871795,0.849222,0.833191
USP,rbf_svm,10.000000,10,44,0,0.538462,0.387963,0.370968
USP,rbf_svm,100.000000,0.001,44,0,0.948718,0.917092,0.934673
USP,rbf_svm,100.000000,0.01,44,0,0.948718,0.934259,0.934233
USP,rbf_svm,100.000000,0.1,44,0,0.923077,0.905000,0.900847
USP,rbf_svm,100.000000,1,44,0,0.871795,0.849222,0.833191
USP,rbf_svm,100.000000,10,44,0,0.538462,0.387963,0.370968
SNV,svm,0.010000,scale,44,0,0.923077,0.905361,0.902256
SNV,svm,0.100000,scale,44,0,0.948718,0.938663,0.934837
SNV,svm,1.000000,scale,44,0,0.948718,0.938663,0.934837
SNV,svm,10.000000,scale,44,0,0.923077,0.930000,0.901846
SNV,svm,100.000000,scale,44,0,0.923077,0.930000,0.901846
SNV,rbf_svm,0.100000,0.001,44,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,44,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,44,0,0.461538,0.485551,0.382353
SNV,rbf_svm,0.100000,1,44,0,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,44,0,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,44,0,0.076923,0.024390,-0.002141
SNV,rbf_svm,1.000000,0.01,44,0,0.897436,0.865972,0.869237
SNV,rbf_svm,1.000000,0.1,44,0,0.871795,0.877469,0.834746
SNV,rbf_svm,1.000000,1,44,0,0.589744,0.512563,0.448763
SNV,rbf_svm,1.000000,10,44,0,0.282051,0.073333,0.000000
SNV,rbf_svm,10.000000,0.001,44,0,0.923077,0.912930,0.901763
SNV,rbf_svm,10.000000,0.01,44,0,0.974359,0.959420,0.967282
SNV,rbf_svm,10.000000,0.1,44,0,0.871795,0.877469,0.834746
SNV,rbf_svm,10.000000,1,44,0,0.589744,0.512563,0.448763
SNV,rbf_svm,10.000000,10,44,0,0.333333,0.127671,0.071429
SNV,rbf_svm,100.000000,0.001,44,0,0.948718,0.938663,0.934837
SNV,rbf_svm,100.000000,0.01,44,0,0.948718,0.933655,0.934233
SNV,rbf_svm,100.000000,0.1,44,0,0.871795,0.877469,0.834746
SNV,rbf_svm,100.000000,1,44,0,0.589744,0.512563,0.448763
SNV,rbf_svm,100.000000,10,44,0,0.333333,0.127671,0.071429
USP,svm,0.010000,scale,44,1,0.923077,0.917092,0.903624
USP,svm,0.100000,scale,44,1,1.000000,1.000000,1.000000
USP,svm,1.000000,scale,44,1,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,44,1,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,44,1,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,44,1,0.358974,0.270955,0.266917
USP,rbf_svm,0.100000,0.1,44,1,0.923077,0.914957,0.904098
USP,rbf_svm,0.100000,1,44,1,0.435897,0.445820,0.346037
USP,rbf_svm,0.100000,10,44,1,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,44,1,0.333333,0.310684,0.231236
USP,rbf_svm,1.000000,0.01,44,1,0.948718,0.957672,0.936170
USP,rbf_svm,1.000000,0.1,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,1.000000,1,44,1,0.846154,0.839641,0.803030
USP,rbf_svm,1.000000,10,44,1,0.358974,0.268519,0.148472
USP,rbf_svm,10.000000,0.001,44,1,0.948718,0.957672,0.936170
USP,rbf_svm,10.000000,0.01,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,0.1,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,1,44,1,0.846154,0.839641,0.803030
USP,rbf_svm,10.000000,10,44,1,0.487179,0.343915,0.312775
USP,rbf_svm,100.000000,0.001,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.01,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,44,1,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,1,44,1,0.846154,0.839641,0.803030
USP,rbf_svm,100.000000,10,44,1,0.487179,0.343915,0.312775
SNV,svm,0.010000,scale,44,1,0.923077,0.931624,0.903545
SNV,svm,0.100000,scale,44,1,0.948718,0.955320,0.936275
SNV,svm,1.000000,scale,44,1,0.974359,0.976912,0.968033
SNV,svm,10.000000,scale,44,1,0.974359,0.976912,0.968033
SNV,svm,100.000000,scale,44,1,0.974359,0.976912,0.968033
SNV,rbf_svm,0.100000,0.001,44,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,44,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,44,1,0.564103,0.586118,0.495050
SNV,rbf_svm,0.100000,1,44,1,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,44,1,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,44,1,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,44,1,0.948718,0.962576,0.936013
SNV,rbf_svm,1.000000,0.1,44,1,1.000000,1.000000,1.000000
SNV,rbf_svm,1.000000,1,44,1,0.717949,0.582426,0.625328
SNV,rbf_svm,1.000000,10,44,1,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,44,1,0.948718,0.962576,0.936013
SNV,rbf_svm,10.000000,0.01,44,1,0.974359,0.976912,0.968033
SNV,rbf_svm,10.000000,0.1,44,1,1.000000,1.000000,1.000000
SNV,rbf_svm,10.000000,1,44,1,0.743590,0.594670,0.659686
SNV,rbf_svm,10.000000,10,44,1,0.384615,0.174948,0.145985
SNV,rbf_svm,100.000000,0.001,44,1,0.948718,0.955320,0.936275
SNV,rbf_svm,100.000000,0.01,44,1,0.974359,0.976912,0.968033
SNV,rbf_svm,100.000000,0.1,44,1,1.000000,1.000000,1.000000
SNV,rbf_svm,100.000000,1,44,1,0.743590,0.594670,0.659686
SNV,rbf_svm,100.000000,10,44,1,0.384615,0.174948,0.145985
USP,svm,0.010000,scale,44,2,0.948718,0.959482,0.936222
USP,svm,0.100000,scale,44,2,0.974359,0.979243,0.968007
USP,svm,1.000000,scale,44,2,0.974359,0.979243,0.968007
USP,svm,10.000000,scale,44,2,0.974359,0.979243,0.968007
USP,svm,100.000000,scale,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,0.100000,0.001,44,2,0.076923,0.023810,0.000000
USP,rbf_svm,0.100000,0.01,44,2,0.358974,0.253718,0.260804
USP,rbf_svm,0.100000,0.1,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,0.100000,1,44,2,0.538462,0.536634,0.434327
USP,rbf_svm,0.100000,10,44,2,0.076923,0.023810,0.000000
USP,rbf_svm,1.000000,0.001,44,2,0.358974,0.267657,0.252301
USP,rbf_svm,1.000000,0.01,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,1.000000,0.1,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,1.000000,1,44,2,0.846154,0.855718,0.803691
USP,rbf_svm,1.000000,10,44,2,0.358974,0.193122,0.138693
USP,rbf_svm,10.000000,0.001,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,10.000000,0.01,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,10.000000,0.1,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,10.000000,1,44,2,0.846154,0.855718,0.803691
USP,rbf_svm,10.000000,10,44,2,0.410256,0.229305,0.206195
USP,rbf_svm,100.000000,0.001,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,100.000000,0.01,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,100.000000,0.1,44,2,0.974359,0.979243,0.968007
USP,rbf_svm,100.000000,1,44,2,0.846154,0.855718,0.803691
USP,rbf_svm,100.000000,10,44,2,0.410256,0.229305,0.206195
SNV,svm,0.010000,scale,44,2,0.948718,0.952788,0.935750
SNV,svm,0.100000,scale,44,2,0.897436,0.883211,0.872236
SNV,svm,1.000000,scale,44,2,0.897436,0.883211,0.872236
SNV,svm,10.000000,scale,44,2,0.897436,0.883211,0.872236
SNV,svm,100.000000,scale,44,2,0.897436,0.883211,0.872236
SNV,rbf_svm,0.100000,0.001,44,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.01,44,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,44,2,0.538462,0.564069,0.464531
SNV,rbf_svm,0.100000,1,44,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,44,2,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,44,2,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,44,2,0.948718,0.952788,0.935750
SNV,rbf_svm,1.000000,0.1,44,2,0.923077,0.936843,0.903545
SNV,rbf_svm,1.000000,1,44,2,0.487179,0.361111,0.302326
SNV,rbf_svm,1.000000,10,44,2,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,44,2,0.948718,0.952788,0.935750
SNV,rbf_svm,10.000000,0.01,44,2,0.923077,0.905830,0.903783
SNV,rbf_svm,10.000000,0.1,44,2,0.923077,0.936843,0.903545
SNV,rbf_svm,10.000000,1,44,2,0.512821,0.379113,0.337802
SNV,rbf_svm,10.000000,10,44,2,0.358974,0.154937,0.109589
SNV,rbf_svm,100.000000,0.001,44,2,0.897436,0.883211,0.872236
SNV,rbf_svm,100.000000,0.01,44,2,0.923077,0.905830,0.903783
SNV,rbf_svm,100.000000,0.1,44,2,0.923077,0.936843,0.903545
SNV,rbf_svm,100.000000,1,44,2,0.512821,0.379113,0.337802
SNV,rbf_svm,100.000000,10,44,2,0.358974,0.154937,0.109589
USP,svm,0.010000,scale,44,3,0.894737,0.897176,0.869974
USP,svm,0.100000,scale,44,3,0.947368,0.944851,0.934313
USP,svm,1.000000,scale,44,3,0.947368,0.944851,0.934313
USP,svm,10.000000,scale,44,3,0.947368,0.944851,0.934313
USP,svm,100.000000,scale,44,3,0.947368,0.944851,0.934313
USP,rbf_svm,0.100000,0.001,44,3,0.078947,0.024390,0.000000
USP,rbf_svm,0.100000,0.01,44,3,0.394737,0.290980,0.303030
USP,rbf_svm,0.100000,0.1,44,3,0.894737,0.896514,0.869863
USP,rbf_svm,0.100000,1,44,3,0.368421,0.409940,0.256117
USP,rbf_svm,0.100000,10,44,3,0.078947,0.024390,0.000000
USP,rbf_svm,1.000000,0.001,44,3,0.289474,0.214815,0.176565
USP,rbf_svm,1.000000,0.01,44,3,0.894737,0.897176,0.869974
USP,rbf_svm,1.000000,0.1,44,3,0.947368,0.944851,0.934313
USP,rbf_svm,1.000000,1,44,3,0.921053,0.931363,0.899736
USP,rbf_svm,1.000000,10,44,3,0.552632,0.424885,0.399070
USP,rbf_svm,10.000000,0.001,44,3,0.894737,0.897176,0.869974
USP,rbf_svm,10.000000,0.01,44,3,0.947368,0.944851,0.934313
USP,rbf_svm,10.000000,0.1,44,3,0.921053,0.934409,0.901469
USP,rbf_svm,10.000000,1,44,3,0.921053,0.931363,0.899736
USP,rbf_svm,10.000000,10,44,3,0.552632,0.424885,0.399070
USP,rbf_svm,100.000000,0.001,44,3,0.947368,0.944851,0.934313
USP,rbf_svm,100.000000,0.01,44,3,0.947368,0.944851,0.934313
USP,rbf_svm,100.000000,0.1,44,3,0.921053,0.934409,0.901469
USP,rbf_svm,100.000000,1,44,3,0.921053,0.931363,0.899736
USP,rbf_svm,100.000000,10,44,3,0.552632,0.424885,0.399070
SNV,svm,0.010000,scale,44,3,0.894737,0.887451,0.868852
SNV,svm,0.100000,scale,44,3,0.947368,0.957672,0.934142
SNV,svm,1.000000,scale,44,3,0.947368,0.944851,0.934313
SNV,svm,10.000000,scale,44,3,0.894737,0.904339,0.866900
SNV,svm,100.000000,scale,44,3,0.894737,0.904339,0.866900
SNV,rbf_svm,0.100000,0.001,44,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.01,44,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.1,44,3,0.605263,0.684940,0.544000
SNV,rbf_svm,0.100000,1,44,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,10,44,3,0.078947,0.024390,0.000000
SNV,rbf_svm,1.000000,0.001,44,3,0.342105,0.200758,0.126838
SNV,rbf_svm,1.000000,0.01,44,3,0.921053,0.918396,0.902062
SNV,rbf_svm,1.000000,0.1,44,3,0.947368,0.967593,0.933566
SNV,rbf_svm,1.000000,1,44,3,0.657895,0.664286,0.546373
SNV,rbf_svm,1.000000,10,44,3,0.263158,0.069444,0.000000
SNV,rbf_svm,10.000000,0.001,44,3,0.921053,0.918396,0.902062
SNV,rbf_svm,10.000000,0.01,44,3,0.921053,0.919058,0.902146
SNV,rbf_svm,10.000000,0.1,44,3,0.947368,0.967593,0.933566
SNV,rbf_svm,10.000000,1,44,3,0.684211,0.681256,0.581651
SNV,rbf_svm,10.000000,10,44,3,0.342105,0.133570,0.075875
SNV,rbf_svm,100.000000,0.001,44,3,0.921053,0.919058,0.902146
SNV,rbf_svm,100.000000,0.01,44,3,0.921053,0.941224,0.900956
SNV,rbf_svm,100.000000,0.1,44,3,0.921053,0.946330,0.899912
SNV,rbf_svm,100.000000,1,44,3,0.684211,0.681256,0.581651
SNV,rbf_svm,100.000000,10,44,3,0.342105,0.133570,0.075875
USP,svm,0.010000,scale,44,4,0.763158,0.739087,0.704663
USP,svm,0.100000,scale,44,4,0.947368,0.951994,0.934370
USP,svm,1.000000,scale,44,4,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,44,4,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,44,4,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,44,4,0.263158,0.139394,0.143317
USP,rbf_svm,0.100000,0.01,44,4,0.315789,0.194042,0.190164
USP,rbf_svm,0.100000,0.1,44,4,0.868421,0.876509,0.835355
USP,rbf_svm,0.100000,1,44,4,0.368421,0.246377,0.131429
USP,rbf_svm,0.100000,10,44,4,0.342105,0.211348,0.088292
USP,rbf_svm,1.000000,0.001,44,4,0.526316,0.357128,0.378182
USP,rbf_svm,1.000000,0.01,44,4,0.868421,0.882233,0.836207
USP,rbf_svm,1.000000,0.1,44,4,0.947368,0.941654,0.933624
USP,rbf_svm,1.000000,1,44,4,0.868421,0.887847,0.831111
USP,rbf_svm,1.000000,10,44,4,0.447368,0.362194,0.241445
USP,rbf_svm,10.000000,0.001,44,4,0.842105,0.841534,0.805295
USP,rbf_svm,10.000000,0.01,44,4,0.921053,0.913370,0.901554
USP,rbf_svm,10.000000,0.1,44,4,0.921053,0.918607,0.900088
USP,rbf_svm,10.000000,1,44,4,0.894737,0.902816,0.865009
USP,rbf_svm,10.000000,10,44,4,0.526316,0.416667,0.351659
USP,rbf_svm,100.000000,0.001,44,4,0.947368,0.934921,0.934085
USP,rbf_svm,100.000000,0.01,44,4,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,44,4,0.921053,0.918607,0.900088
USP,rbf_svm,100.000000,1,44,4,0.894737,0.902816,0.865009
USP,rbf_svm,100.000000,10,44,4,0.526316,0.416667,0.351659
SNV,svm,0.010000,scale,44,4,0.868421,0.894927,0.836910
SNV,svm,0.100000,scale,44,4,0.921053,0.942857,0.901384
SNV,svm,1.000000,scale,44,4,0.921053,0.942857,0.901384
SNV,svm,10.000000,scale,44,4,0.973684,0.973545,0.967042
SNV,svm,100.000000,scale,44,4,0.973684,0.973545,0.967042
SNV,rbf_svm,0.100000,0.001,44,4,0.368421,0.196382,0.150838
SNV,rbf_svm,0.100000,0.01,44,4,0.368421,0.196382,0.150838
SNV,rbf_svm,0.100000,0.1,44,4,0.789474,0.785990,0.726864
SNV,rbf_svm,0.100000,1,44,4,0.315789,0.181250,0.214626
SNV,rbf_svm,0.100000,10,44,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.001,44,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.01,44,4,0.894737,0.914690,0.869191
SNV,rbf_svm,1.000000,0.1,44,4,0.947368,0.953102,0.933392
SNV,rbf_svm,1.000000,1,44,4,0.578947,0.515795,0.441690
SNV,rbf_svm,1.000000,10,44,4,0.289474,0.074830,0.000000
SNV,rbf_svm,10.000000,0.001,44,4,0.921053,0.942520,0.901213
SNV,rbf_svm,10.000000,0.01,44,4,0.921053,0.942857,0.901384
SNV,rbf_svm,10.000000,0.1,44,4,0.947368,0.953102,0.933392
SNV,rbf_svm,10.000000,1,44,4,0.631579,0.543946,0.510580
SNV,rbf_svm,10.000000,10,44,4,0.368421,0.164646,0.139623
SNV,rbf_svm,100.000000,0.001,44,4,0.921053,0.942857,0.901384
SNV,rbf_svm,100.000000,0.01,44,4,0.973684,0.984127,0.966870
SNV,rbf_svm,100.000000,0.1,44,4,0.947368,0.953102,0.933392
SNV,rbf_svm,100.000000,1,44,4,0.631579,0.543946,0.510580
SNV,rbf_svm,100.000000,10,44,4,0.368421,0.164646,0.139623
USP,svm,0.010000,scale,45,0,0.897436,0.883067,0.871181
USP,svm,0.100000,scale,45,0,1.000000,1.000000,1.000000
