seed,fold,ratio,method,classifier,condition,OA,macro_F1,kappa
45,3,1.000000,SNV,rbf_svm,Normal,0.973684,0.983982,0.966812
45,3,1.000000,SNV,rbf_svm,BandShift,0.368421,0.221124,0.123919
45,3,1.000000,SG1,svm,Normal,0.763158,0.698894,0.701831
45,3,1.000000,SG1,svm,BandShift,0.263158,0.069444,-0.030010
45,3,1.000000,SG1,rbf_svm,Normal,0.842105,0.817501,0.799119
45,3,1.000000,SG1,rbf_svm,BandShift,0.236842,0.140203,0.123309
45,3,1.000000,EMSC,svm,Normal,0.947368,0.946703,0.933566
45,3,1.000000,EMSC,svm,BandShift,0.815789,0.792989,0.772455
45,3,1.000000,EMSC,rbf_svm,Normal,0.921053,0.921439,0.900088
45,3,1.000000,EMSC,rbf_svm,BandShift,0.736842,0.631507,0.652333
45,3,1.000000,Detrend,svm,Normal,0.815789,0.793367,0.763766
45,3,1.000000,Detrend,svm,BandShift,0.263158,0.094444,-0.020134
45,3,1.000000,Detrend,rbf_svm,Normal,0.868421,0.805483,0.833479
45,3,1.000000,Detrend,rbf_svm,BandShift,0.315789,0.198250,0.188834
45,4,1.000000,USP,svm,Normal,0.947368,0.932997,0.933624
45,4,1.000000,USP,svm,BandShift,0.921053,0.916402,0.900524
45,4,1.000000,USP,rbf_svm,Normal,0.947368,0.932997,0.933624
45,4,1.000000,USP,rbf_svm,BandShift,0.921053,0.916402,0.900524
45,4,1.000000,SNV,svm,Normal,0.947368,0.932275,0.933682
45,4,1.000000,SNV,svm,BandShift,0.710526,0.528758,0.630416
45,4,1.000000,SNV,rbf_svm,Normal,0.947368,0.932275,0.933682
45,4,1.000000,SNV,rbf_svm,BandShift,0.342105,0.216931,0.121996
45,4,1.000000,SG1,svm,Normal,0.789474,0.772013,0.732630
45,4,1.000000,SG1,svm,BandShift,0.342105,0.168718,0.201009
45,4,1.000000,SG1,rbf_svm,Normal,0.815789,0.792460,0.765639
45,4,1.000000,SG1,rbf_svm,BandShift,0.157895,0.085470,0.045526
45,4,1.000000,EMSC,svm,Normal,0.921053,0.918254,0.900697
45,4,1.000000,EMSC,svm,BandShift,0.657895,0.664734,0.585918
45,4,1.000000,EMSC,rbf_svm,Normal,0.947368,0.932275,0.933682
45,4,1.000000,EMSC,rbf_svm,BandShift,0.631579,0.562121,0.522442
45,4,1.000000,Detrend,svm,Normal,0.842105,0.784799,0.797153
45,4,1.000000,Detrend,svm,BandShift,0.289474,0.128019,0.046468
45,4,1.000000,Detrend,rbf_svm,Normal,0.815789,0.788362,0.764393
45,4,1.000000,Detrend,rbf_svm,BandShift,0.394737,0.243596,0.278282
46,0,1.000000,USP,svm,Normal,1.000000,1.000000,1.000000
46,0,1.000000,USP,svm,BandShift,1.000000,1.000000,1.000000
46,0,1.000000,USP,rbf_svm,Normal,0.948718,0.934259,0.934233
46,0,1.000000,USP,rbf_svm,BandShift,0.948718,0.934259,0.934233
46,0,1.000000,SNV,svm,Normal,0.948718,0.929262,0.935000
46,0,1.000000,SNV,svm,BandShift,0.615385,0.508730,0.527464
46,0,1.000000,SNV,rbf_svm,Normal,0.923077,0.920212,0.901349
46,0,1.000000,SNV,rbf_svm,BandShift,0.333333,0.171627,0.081522
46,0,1.000000,SG1,svm,Normal,0.846154,0.841624,0.805486
46,0,1.000000,SG1,svm,BandShift,0.256410,0.068027,-0.035714
46,0,1.000000,SG1,rbf_svm,Normal,0.897436,0.896541,0.870000
46,0,1.000000,SG1,rbf_svm,BandShift,0.128205,0.040650,-0.001511
46,0,1.000000,EMSC,svm,Normal,0.897436,0.900649,0.870432
46,0,1.000000,EMSC,svm,BandShift,0.692308,0.689041,0.625600
46,0,1.000000,EMSC,rbf_svm,Normal,0.923077,0.920212,0.901349
46,0,1.000000,EMSC,rbf_svm,BandShift,0.641026,0.568410,0.530120
46,0,1.000000,Detrend,svm,Normal,0.871795,0.838389,0.837770
46,0,1.000000,Detrend,svm,BandShift,0.333333,0.150641,0.093023
46,0,1.000000,Detrend,rbf_svm,Normal,0.923077,0.905308,0.902092
46,0,1.000000,Detrend,rbf_svm,BandShift,0.333333,0.212623,0.196513
46,1,1.000000,USP,svm,Normal,0.974359,0.967419,0.968059
46,1,1.000000,USP,svm,BandShift,0.974359,0.967419,0.968059
46,1,1.000000,USP,rbf_svm,Normal,0.948718,0.951587,0.936170
46,1,1.000000,USP,rbf_svm,BandShift,0.948718,0.951587,0.936170
46,1,1.000000,SNV,svm,Normal,0.923077,0.921763,0.904955
46,1,1.000000,SNV,svm,BandShift,0.666667,0.549311,0.588474
46,1,1.000000,SNV,rbf_svm,Normal,0.923077,0.946922,0.903862
46,1,1.000000,SNV,rbf_svm,BandShift,0.358974,0.203555,0.117647
46,1,1.000000,SG1,svm,Normal,0.820513,0.820258,0.772689
46,1,1.000000,SG1,svm,BandShift,0.205128,0.056738,-0.104110
46,1,1.000000,SG1,rbf_svm,Normal,0.871795,0.871223,0.839242
46,1,1.000000,SG1,rbf_svm,BandShift,0.128205,0.037879,0.000000
46,1,1.000000,EMSC,svm,Normal,0.871795,0.898884,0.841977
46,1,1.000000,EMSC,svm,BandShift,0.692308,0.673630,0.619512
46,1,1.000000,EMSC,rbf_svm,Normal,0.897436,0.902523,0.873377
46,1,1.000000,EMSC,rbf_svm,BandShift,0.589744,0.455988,0.462532
46,1,1.000000,Detrend,svm,Normal,0.846154,0.829556,0.807249
46,1,1.000000,Detrend,svm,BandShift,0.435897,0.312698,0.323877
46,1,1.000000,Detrend,rbf_svm,Normal,0.871795,0.884848,0.839374
46,1,1.000000,Detrend,rbf_svm,BandShift,0.256410,0.173737,0.097366
46,2,1.000000,USP,svm,Normal,0.923077,0.917154,0.904490
46,2,1.000000,USP,svm,BandShift,0.923077,0.917154,0.904490
46,2,1.000000,USP,rbf_svm,Normal,0.897436,0.897884,0.873068
46,2,1.000000,USP,rbf_svm,BandShift,0.897436,0.897884,0.873068
46,2,1.000000,SNV,svm,Normal,0.897436,0.897884,0.873068
46,2,1.000000,SNV,svm,BandShift,0.743590,0.718650,0.686495
46,2,1.000000,SNV,rbf_svm,Normal,0.923077,0.938150,0.903465
46,2,1.000000,SNV,rbf_svm,BandShift,0.358974,0.203014,0.121622
46,2,1.000000,SG1,svm,Normal,0.769231,0.769444,0.707256
46,2,1.000000,SG1,svm,BandShift,0.282051,0.073333,0.000000
46,2,1.000000,SG1,rbf_svm,Normal,0.769231,0.788571,0.707744
46,2,1.000000,SG1,rbf_svm,BandShift,0.256410,0.151786,0.113636
46,2,1.000000,EMSC,svm,Normal,0.923077,0.940212,0.904645
46,2,1.000000,EMSC,svm,BandShift,0.794872,0.828903,0.750799
46,2,1.000000,EMSC,rbf_svm,Normal,0.897436,0.920985,0.873274
46,2,1.000000,EMSC,rbf_svm,BandShift,0.666667,0.575126,0.574664
46,2,1.000000,Detrend,svm,Normal,0.846154,0.833526,0.807249
46,2,1.000000,Detrend,svm,BandShift,0.333333,0.192593,0.102655
46,2,1.000000,Detrend,rbf_svm,Normal,0.769231,0.747415,0.707012
46,2,1.000000,Detrend,rbf_svm,BandShift,0.410256,0.248739,0.274859
46,3,1.000000,USP,svm,Normal,0.973684,0.978408,0.966957
46,3,1.000000,USP,svm,BandShift,1.000000,1.000000,1.000000
46,3,1.000000,USP,rbf_svm,Normal,0.921053,0.925926,0.901893
46,3,1.000000,USP,rbf_svm,BandShift,0.921053,0.925926,0.901893
46,3,1.000000,SNV,svm,Normal,0.921053,0.925926,0.901893
46,3,1.000000,SNV,svm,BandShift,0.605263,0.491092,0.516539
46,3,1.000000,SNV,rbf_svm,Normal,0.921053,0.925926,0.901893
46,3,1.000000,SNV,rbf_svm,BandShift,0.315789,0.143056,0.043562
46,3,1.000000,SG1,svm,Normal,0.947368,0.943579,0.933333
46,3,1.000000,SG1,svm,BandShift,0.263158,0.069444,-0.036027
46,3,1.000000,SG1,rbf_svm,Normal,0.815789,0.770094,0.763134
46,3,1.000000,SG1,rbf_svm,BandShift,0.210526,0.123977,0.098101
46,3,1.000000,EMSC,svm,Normal,0.921053,0.931217,0.901809
46,3,1.000000,EMSC,svm,BandShift,0.631579,0.574705,0.549153
46,3,1.000000,EMSC,rbf_svm,Normal,0.947368,0.957672,0.934142
46,3,1.000000,EMSC,rbf_svm,BandShift,0.684211,0.570910,0.597173
46,3,1.000000,Detrend,svm,Normal,0.921053,0.911801,0.899293
46,3,1.000000,Detrend,svm,BandShift,0.394737,0.240081,0.209050
46,3,1.000000,Detrend,rbf_svm,Normal,0.789474,0.650854,0.729778
46,3,1.000000,Detrend,rbf_svm,BandShift,0.368421,0.220085,0.246903
46,4,1.000000,USP,svm,Normal,1.000000,1.000000,1.000000
46,4,1.000000,USP,svm,BandShift,1.000000,1.000000,1.000000
46,4,1.000000,USP,rbf_svm,Normal,1.000000,1.000000,1.000000
46,4,1.000000,USP,rbf_svm,BandShift,1.000000,1.000000,1.000000
46,4,1.000000,SNV,svm,Normal,1.000000,1.000000,1.000000
46,4,1.000000,SNV,svm,BandShift,0.736842,0.615663,0.675214
46,4,1.000000,SNV,rbf_svm,Normal,0.973684,0.968254,0.966667
46,4,1.000000,SNV,rbf_svm,BandShift,0.394737,0.255291,0.200366
46,4,1.000000,SG1,svm,Normal,0.947368,0.923687,0.933216
46,4,1.000000,SG1,svm,BandShift,0.236842,0.063830,-0.028945
46,4,1.000000,SG1,rbf_svm,Normal,0.894737,0.906832,0.866079
46,4,1.000000,SG1,rbf_svm,BandShift,0.184211,0.112011,0.070245
46,4,1.000000,EMSC,svm,Normal,0.973684,0.972710,0.967014
46,4,1.000000,EMSC,svm,BandShift,0.868421,0.871394,0.836770
46,4,1.000000,EMSC,rbf_svm,Normal,0.973684,0.968254,0.966667
46,4,1.000000,EMSC,rbf_svm,BandShift,0.842105,0.723687,0.796064
46,4,1.000000,Detrend,svm,Normal,0.894737,0.852656,0.864648
46,4,1.000000,Detrend,svm,BandShift,0.263158,0.069444,0.000000
46,4,1.000000,Detrend,rbf_svm,Normal,0.947368,0.937198,0.932921
46,4,1.000000,Detrend,rbf_svm,BandShift,0.368421,0.237037,0.250000
