condition,method,repeat,seed,preprocess,variant,classifier,OA,macro_F1,kappa
BandShift,USP,10,52,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,10,52,none,A_postSNV,rf,0.833333,0.796296,0.600000
BandShift,USP,10,52,none,A_postSNV,rf,0.833333,0.562963,0.586207
Normal,SNV,10,52,SNV,A2_noPostSNV,svm,0.750000,0.741176,0.446154
BandShift,SNV,10,52,SNV,A2_noPostSNV,svm,0.166667,0.095238,-0.165049
Normal,SNV,10,52,SNV,A2_noPostSNV,rbf_svm,0.666667,0.385621,0.238095
BandShift,SNV,10,52,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,10,52,SNV,A2_noPostSNV,rf,0.583333,0.245614,-0.132075
BandShift,SNV,10,52,SNV,A2_noPostSNV,rf,0.750000,0.625000,0.513514
Normal,SG1,10,52,SG1,A2_noPostSNV,svm,0.833333,0.847222,0.657143
BandShift,SG1,10,52,SG1,A2_noPostSNV,svm,0.583333,0.345238,0.117647
Normal,SG1,10,52,SG1,A2_noPostSNV,rbf_svm,0.666667,0.385621,0.238095
BandShift,SG1,10,52,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,10,52,SG1,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,SG1,10,52,SG1,A2_noPostSNV,rf,0.750000,0.541176,0.446154
Normal,EMSC,10,52,EMSC,A2_noPostSNV,svm,0.833333,0.780556,0.666667
BandShift,EMSC,10,52,EMSC,A2_noPostSNV,svm,0.583333,0.404040,0.318182
Normal,EMSC,10,52,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.392593,0.172414
BandShift,EMSC,10,52,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,10,52,EMSC,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,EMSC,10,52,EMSC,A2_noPostSNV,rf,0.750000,0.447368,0.320755
Normal,Detrend,10,52,Detrend,A2_noPostSNV,svm,0.833333,0.847222,0.657143
BandShift,Detrend,10,52,Detrend,A2_noPostSNV,svm,0.583333,0.346405,0.047619
Normal,Detrend,10,52,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.385621,0.238095
BandShift,Detrend,10,52,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,10,52,Detrend,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,Detrend,10,52,Detrend,A2_noPostSNV,rf,0.833333,0.562963,0.586207
Normal,USP,11,53,none,A_postSNV,svm,0.833333,0.796296,0.600000
BandShift,USP,11,53,none,A_postSNV,svm,0.750000,0.507937,0.538462
Normal,USP,11,53,none,A_postSNV,rbf_svm,0.750000,0.741176,0.446154
BandShift,USP,11,53,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,11,53,none,A_postSNV,rf,0.583333,0.568627,0.076923
BandShift,USP,11,53,none,A_postSNV,rf,0.666667,0.266667,0.000000
Normal,SNV,11,53,SNV,A2_noPostSNV,svm,0.833333,0.796296,0.600000
BandShift,SNV,11,53,SNV,A2_noPostSNV,svm,0.416667,0.333333,0.192308
Normal,SNV,11,53,SNV,A2_noPostSNV,rbf_svm,0.583333,0.259259,-0.034483
BandShift,SNV,11,53,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,11,53,SNV,A2_noPostSNV,rf,0.666667,0.266667,0.000000
BandShift,SNV,11,53,SNV,A2_noPostSNV,rf,0.750000,0.741176,0.446154
Normal,SG1,11,53,SG1,A2_noPostSNV,svm,0.750000,0.614035,0.345455
BandShift,SG1,11,53,SG1,A2_noPostSNV,svm,0.250000,0.169231,-0.102041
Normal,SG1,11,53,SG1,A2_noPostSNV,rbf_svm,0.416667,0.208333,-0.235294
BandShift,SG1,11,53,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,11,53,SG1,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,SG1,11,53,SG1,A2_noPostSNV,rf,0.750000,0.447368,0.320755
Normal,EMSC,11,53,EMSC,A2_noPostSNV,svm,0.666667,0.481481,0.225806
BandShift,EMSC,11,53,EMSC,A2_noPostSNV,svm,0.500000,0.222222,-0.241379
Normal,EMSC,11,53,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.614035,0.345455
BandShift,EMSC,11,53,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,11,53,EMSC,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,EMSC,11,53,EMSC,A2_noPostSNV,rf,0.666667,0.266667,0.000000
Normal,Detrend,11,53,Detrend,A2_noPostSNV,svm,0.666667,0.592593,0.200000
BandShift,Detrend,11,53,Detrend,A2_noPostSNV,svm,0.500000,0.222222,-0.241379
Normal,Detrend,11,53,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.235294,-0.142857
BandShift,Detrend,11,53,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,11,53,Detrend,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,Detrend,11,53,Detrend,A2_noPostSNV,rf,0.750000,0.482143,0.470588
Normal,USP,12,54,none,A_postSNV,svm,0.916667,0.913725,0.815385
BandShift,USP,12,54,none,A_postSNV,svm,0.916667,0.913725,0.815385
Normal,USP,12,54,none,A_postSNV,rbf_svm,0.750000,0.790476,0.520000
BandShift,USP,12,54,none,A_postSNV,rbf_svm,0.333333,0.476190,0.127273
Normal,USP,12,54,none,A_postSNV,rf,0.666667,0.694444,0.314286
BandShift,USP,12,54,none,A_postSNV,rf,0.666667,0.433333,0.342466
Normal,SNV,12,54,SNV,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,SNV,12,54,SNV,A2_noPostSNV,svm,0.166667,0.133333,-0.016949
Normal,SNV,12,54,SNV,A2_noPostSNV,rbf_svm,0.666667,0.385621,0.238095
BandShift,SNV,12,54,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,12,54,SNV,A2_noPostSNV,rf,0.750000,0.614035,0.345455
BandShift,SNV,12,54,SNV,A2_noPostSNV,rf,0.750000,0.429630,0.379310
Normal,SG1,12,54,SG1,A2_noPostSNV,svm,0.750000,0.741176,0.446154
BandShift,SG1,12,54,SG1,A2_noPostSNV,svm,0.166667,0.166667,-0.224490
Normal,SG1,12,54,SG1,A2_noPostSNV,rbf_svm,0.583333,0.345238,0.117647
BandShift,SG1,12,54,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,12,54,SG1,A2_noPostSNV,rf,0.750000,0.429630,0.379310
BandShift,SG1,12,54,SG1,A2_noPostSNV,rf,0.833333,0.535948,0.619048
Normal,EMSC,12,54,EMSC,A2_noPostSNV,svm,0.666667,0.645299,0.448276
BandShift,EMSC,12,54,EMSC,A2_noPostSNV,svm,0.333333,0.309524,-0.090909
Normal,EMSC,12,54,EMSC,A2_noPostSNV,rbf_svm,0.833333,0.562963,0.586207
BandShift,EMSC,12,54,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,12,54,EMSC,A2_noPostSNV,rf,0.916667,0.913725,0.815385
BandShift,EMSC,12,54,EMSC,A2_noPostSNV,rf,0.833333,0.535948,0.619048
Normal,Detrend,12,54,Detrend,A2_noPostSNV,svm,0.666667,0.496732,0.283582
BandShift,Detrend,12,54,Detrend,A2_noPostSNV,svm,0.333333,0.366667,0.172414
Normal,Detrend,12,54,Detrend,A2_noPostSNV,rbf_svm,0.583333,0.345238,0.117647
BandShift,Detrend,12,54,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,12,54,Detrend,A2_noPostSNV,rf,0.750000,0.518519,0.419355
BandShift,Detrend,12,54,Detrend,A2_noPostSNV,rf,0.833333,0.535948,0.619048
Normal,USP,13,55,none,A_postSNV,svm,0.833333,0.561111,0.671233
BandShift,USP,13,55,none,A_postSNV,svm,0.750000,0.507937,0.538462
Normal,USP,13,55,none,A_postSNV,rbf_svm,0.833333,0.561111,0.671233
BandShift,USP,13,55,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,13,55,none,A_postSNV,rf,0.833333,0.535948,0.619048
BandShift,USP,13,55,none,A_postSNV,rf,0.833333,0.561111,0.671233
Normal,SNV,13,55,SNV,A2_noPostSNV,svm,0.833333,0.561111,0.671233
BandShift,SNV,13,55,SNV,A2_noPostSNV,svm,0.666667,0.402778,0.314286
Normal,SNV,13,55,SNV,A2_noPostSNV,rbf_svm,0.583333,0.404040,0.318182
BandShift,SNV,13,55,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,13,55,SNV,A2_noPostSNV,rf,0.833333,0.535948,0.619048
BandShift,SNV,13,55,SNV,A2_noPostSNV,rf,0.750000,0.482143,0.470588
Normal,SG1,13,55,SG1,A2_noPostSNV,svm,0.750000,0.496732,0.428571
BandShift,SG1,13,55,SG1,A2_noPostSNV,svm,0.666667,0.402778,0.314286
Normal,SG1,13,55,SG1,A2_noPostSNV,rbf_svm,0.333333,0.232323,-0.032258
BandShift,SG1,13,55,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,13,55,SG1,A2_noPostSNV,rf,0.833333,0.561111,0.671233
BandShift,SG1,13,55,SG1,A2_noPostSNV,rf,0.833333,0.561111,0.671233
Normal,EMSC,13,55,EMSC,A2_noPostSNV,svm,0.583333,0.386243,0.230769
BandShift,EMSC,13,55,EMSC,A2_noPostSNV,svm,0.083333,0.133333,-0.031250
Normal,EMSC,13,55,EMSC,A2_noPostSNV,rbf_svm,0.833333,0.562963,0.586207
BandShift,EMSC,13,55,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,13,55,EMSC,A2_noPostSNV,rf,0.833333,0.561111,0.671233
BandShift,EMSC,13,55,EMSC,A2_noPostSNV,rf,0.666667,0.280702,0.094340
Normal,Detrend,13,55,Detrend,A2_noPostSNV,svm,0.833333,0.561111,0.671233
BandShift,Detrend,13,55,Detrend,A2_noPostSNV,svm,0.583333,0.274510,0.104478
Normal,Detrend,13,55,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.348485,0.225806
BandShift,Detrend,13,55,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,13,55,Detrend,A2_noPostSNV,rf,0.916667,0.619048,0.823529
BandShift,Detrend,13,55,Detrend,A2_noPostSNV,rf,0.833333,0.561111,0.671233
Normal,USP,14,56,none,A_postSNV,svm,0.750000,0.790476,0.520000
BandShift,USP,14,56,none,A_postSNV,svm,0.666667,0.433333,0.342466
Normal,USP,14,56,none,A_postSNV,rbf_svm,0.916667,0.930159,0.840000
BandShift,USP,14,56,none,A_postSNV,rbf_svm,0.333333,0.216931,0.067961
Normal,USP,14,56,none,A_postSNV,rf,1.000000,1.000000,1.000000
BandShift,USP,14,56,none,A_postSNV,rf,0.750000,0.496732,0.428571
Normal,SNV,14,56,SNV,A2_noPostSNV,svm,0.500000,0.510684,0.172414
BandShift,SNV,14,56,SNV,A2_noPostSNV,svm,0.666667,0.266667,0.000000
Normal,SNV,14,56,SNV,A2_noPostSNV,rbf_svm,0.333333,0.216931,0.067961
BandShift,SNV,14,56,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,14,56,SNV,A2_noPostSNV,rf,0.750000,0.496732,0.428571
BandShift,SNV,14,56,SNV,A2_noPostSNV,rf,0.500000,0.416667,0.234043
Normal,SG1,14,56,SG1,A2_noPostSNV,svm,0.500000,0.510684,0.172414
BandShift,SG1,14,56,SG1,A2_noPostSNV,svm,0.666667,0.280702,0.127273
Normal,SG1,14,56,SG1,A2_noPostSNV,rbf_svm,0.583333,0.404040,0.318182
BandShift,SG1,14,56,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,14,56,SG1,A2_noPostSNV,rf,0.750000,0.462963,0.400000
BandShift,SG1,14,56,SG1,A2_noPostSNV,rf,0.833333,0.562963,0.586207
Normal,EMSC,14,56,EMSC,A2_noPostSNV,svm,0.500000,0.510684,0.172414
BandShift,EMSC,14,56,EMSC,A2_noPostSNV,svm,0.666667,0.266667,0.000000
Normal,EMSC,14,56,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.790476,0.520000
BandShift,EMSC,14,56,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,14,56,EMSC,A2_noPostSNV,rf,0.666667,0.392593,0.172414
BandShift,EMSC,14,56,EMSC,A2_noPostSNV,rf,0.833333,0.577381,0.647059
Normal,Detrend,14,56,Detrend,A2_noPostSNV,svm,0.416667,0.462963,0.086957
BandShift,Detrend,14,56,Detrend,A2_noPostSNV,svm,0.666667,0.266667,0.000000
Normal,Detrend,14,56,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.348485,0.225806
BandShift,Detrend,14,56,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,14,56,Detrend,A2_noPostSNV,rf,0.916667,0.913725,0.815385
BandShift,Detrend,14,56,Detrend,A2_noPostSNV,rf,0.833333,0.577381,0.647059
Normal,USP,15,57,none,A_postSNV,svm,0.750000,0.790476,0.520000
BandShift,USP,15,57,none,A_postSNV,svm,0.583333,0.404040,0.318182
Normal,USP,15,57,none,A_postSNV,rbf_svm,0.750000,0.790476,0.520000
BandShift,USP,15,57,none,A_postSNV,rbf_svm,0.416667,0.561254,0.200000
Normal,USP,15,57,none,A_postSNV,rf,0.750000,0.741176,0.446154
BandShift,USP,15,57,none,A_postSNV,rf,0.666667,0.433333,0.342466
Normal,SNV,15,57,SNV,A2_noPostSNV,svm,0.500000,0.541667,-0.028571
BandShift,SNV,15,57,SNV,A2_noPostSNV,svm,0.333333,0.240741,0.102804
Normal,SNV,15,57,SNV,A2_noPostSNV,rbf_svm,0.416667,0.264550,-0.076923
BandShift,SNV,15,57,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,15,57,SNV,A2_noPostSNV,rf,0.750000,0.614035,0.345455
BandShift,SNV,15,57,SNV,A2_noPostSNV,rf,0.666667,0.433333,0.342466
Normal,SG1,15,57,SG1,A2_noPostSNV,svm,0.500000,0.541667,-0.028571
BandShift,SG1,15,57,SG1,A2_noPostSNV,svm,0.166667,0.102564,-0.263158
Normal,SG1,15,57,SG1,A2_noPostSNV,rbf_svm,0.583333,0.345238,0.117647
BandShift,SG1,15,57,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,15,57,SG1,A2_noPostSNV,rf,0.666667,0.592593,0.200000
BandShift,SG1,15,57,SG1,A2_noPostSNV,rf,0.500000,0.285714,0.181818
Normal,EMSC,15,57,EMSC,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,EMSC,15,57,EMSC,A2_noPostSNV,svm,0.166667,0.095238,-0.333333
Normal,EMSC,15,57,EMSC,A2_noPostSNV,rbf_svm,0.583333,0.245614,-0.132075
BandShift,EMSC,15,57,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,15,57,EMSC,A2_noPostSNV,rf,0.833333,0.796296,0.600000
BandShift,EMSC,15,57,EMSC,A2_noPostSNV,rf,0.750000,0.429630,0.379310
Normal,Detrend,15,57,Detrend,A2_noPostSNV,svm,0.666667,0.694444,0.314286
BandShift,Detrend,15,57,Detrend,A2_noPostSNV,svm,0.500000,0.222222,-0.161290
Normal,Detrend,15,57,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.429630,0.379310
BandShift,Detrend,15,57,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,15,57,Detrend,A2_noPostSNV,rf,0.833333,0.847222,0.657143
BandShift,Detrend,15,57,Detrend,A2_noPostSNV,rf,0.750000,0.790476,0.520000
Normal,USP,16,58,none,A_postSNV,svm,0.916667,0.619048,0.823529
BandShift,USP,16,58,none,A_postSNV,svm,0.666667,0.456410,0.421687
Normal,USP,16,58,none,A_postSNV,rbf_svm,0.916667,0.619048,0.823529
BandShift,USP,16,58,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,16,58,none,A_postSNV,rf,0.833333,0.535948,0.619048
BandShift,USP,16,58,none,A_postSNV,rf,0.750000,0.482143,0.470588
Normal,SNV,16,58,SNV,A2_noPostSNV,svm,0.833333,0.535948,0.619048
BandShift,SNV,16,58,SNV,A2_noPostSNV,svm,0.166667,0.116162,-0.290323
Normal,SNV,16,58,SNV,A2_noPostSNV,rbf_svm,0.750000,0.447368,0.320755
BandShift,SNV,16,58,SNV,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,SNV,16,58,SNV,A2_noPostSNV,rf,0.750000,0.429630,0.379310
BandShift,SNV,16,58,SNV,A2_noPostSNV,rf,0.750000,0.429630,0.379310
Normal,SG1,16,58,SG1,A2_noPostSNV,svm,0.750000,0.462963,0.400000
BandShift,SG1,16,58,SG1,A2_noPostSNV,svm,0.166667,0.095238,-0.538462
Normal,SG1,16,58,SG1,A2_noPostSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,SG1,16,58,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,16,58,SG1,A2_noPostSNV,rf,0.833333,0.555556,0.657143
BandShift,SG1,16,58,SG1,A2_noPostSNV,rf,0.916667,0.619048,0.823529
Normal,EMSC,16,58,EMSC,A2_noPostSNV,svm,0.916667,0.619048,0.823529
BandShift,EMSC,16,58,EMSC,A2_noPostSNV,svm,0.250000,0.171717,-0.227273
Normal,EMSC,16,58,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.447368,0.320755
BandShift,EMSC,16,58,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,16,58,EMSC,A2_noPostSNV,rf,0.916667,0.619048,0.823529
BandShift,EMSC,16,58,EMSC,A2_noPostSNV,rf,0.750000,0.429630,0.379310
Normal,Detrend,16,58,Detrend,A2_noPostSNV,svm,0.833333,0.535948,0.619048
BandShift,Detrend,16,58,Detrend,A2_noPostSNV,svm,0.583333,0.274510,0.130435
Normal,Detrend,16,58,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,Detrend,16,58,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,16,58,Detrend,A2_noPostSNV,rf,0.833333,0.535948,0.619048
BandShift,Detrend,16,58,Detrend,A2_noPostSNV,rf,0.833333,0.535948,0.619048
Normal,USP,17,59,none,A_postSNV,svm,0.833333,0.561111,0.671233
BandShift,USP,17,59,none,A_postSNV,svm,0.833333,0.561111,0.671233
Normal,USP,17,59,none,A_postSNV,rbf_svm,0.833333,0.561111,0.671233
BandShift,USP,17,59,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,17,59,none,A_postSNV,rf,0.583333,0.259259,-0.034483
BandShift,USP,17,59,none,A_postSNV,rf,0.750000,0.482143,0.470588
Normal,SNV,17,59,SNV,A2_noPostSNV,svm,0.750000,0.507937,0.538462
BandShift,SNV,17,59,SNV,A2_noPostSNV,svm,0.750000,0.482143,0.470588
Normal,SNV,17,59,SNV,A2_noPostSNV,rbf_svm,0.500000,0.348485,0.225806
BandShift,SNV,17,59,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,17,59,SNV,A2_noPostSNV,rf,0.833333,0.535948,0.619048
BandShift,SNV,17,59,SNV,A2_noPostSNV,rf,0.750000,0.482143,0.470588
Normal,SG1,17,59,SG1,A2_noPostSNV,svm,0.750000,0.516667,0.506849
BandShift,SG1,17,59,SG1,A2_noPostSNV,svm,0.750000,0.482143,0.470588
Normal,SG1,17,59,SG1,A2_noPostSNV,rbf_svm,0.500000,0.338462,0.132530
BandShift,SG1,17,59,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,17,59,SG1,A2_noPostSNV,rf,0.833333,0.561111,0.671233
BandShift,SG1,17,59,SG1,A2_noPostSNV,rf,0.750000,0.533333,0.532468
Normal,EMSC,17,59,EMSC,A2_noPostSNV,svm,0.500000,0.338462,0.132530
BandShift,EMSC,17,59,EMSC,A2_noPostSNV,svm,0.250000,0.300000,0.068966
Normal,EMSC,17,59,EMSC,A2_noPostSNV,rbf_svm,0.833333,0.562963,0.586207
BandShift,EMSC,17,59,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,17,59,EMSC,A2_noPostSNV,rf,0.750000,0.429630,0.379310
BandShift,EMSC,17,59,EMSC,A2_noPostSNV,rf,0.666667,0.266667,0.000000
Normal,Detrend,17,59,Detrend,A2_noPostSNV,svm,0.750000,0.482143,0.470588
BandShift,Detrend,17,59,Detrend,A2_noPostSNV,svm,0.750000,0.625000,0.513514
Normal,Detrend,17,59,Detrend,A2_noPostSNV,rbf_svm,0.416667,0.287879,0.045455
BandShift,Detrend,17,59,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,17,59,Detrend,A2_noPostSNV,rf,0.833333,0.535948,0.619048
BandShift,Detrend,17,59,Detrend,A2_noPostSNV,rf,0.750000,0.482143,0.470588
Normal,USP,18,60,none,A_postSNV,svm,0.833333,0.869048,0.700000
BandShift,USP,18,60,none,A_postSNV,svm,0.666667,0.456410,0.421687
Normal,USP,18,60,none,A_postSNV,rbf_svm,0.916667,0.930159,0.840000
BandShift,USP,18,60,none,A_postSNV,rbf_svm,0.333333,0.216931,0.067961
Normal,USP,18,60,none,A_postSNV,rf,0.833333,0.847222,0.657143
BandShift,USP,18,60,none,A_postSNV,rf,0.750000,0.516667,0.506849
Normal,SNV,18,60,SNV,A2_noPostSNV,svm,0.916667,0.930159,0.840000
BandShift,SNV,18,60,SNV,A2_noPostSNV,svm,0.666667,0.456410,0.421687
Normal,SNV,18,60,SNV,A2_noPostSNV,rbf_svm,0.500000,0.305556,0.013699
BandShift,SNV,18,60,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,18,60,SNV,A2_noPostSNV,rf,0.750000,0.447368,0.320755
BandShift,SNV,18,60,SNV,A2_noPostSNV,rf,0.833333,0.577381,0.647059
Normal,SG1,18,60,SG1,A2_noPostSNV,svm,0.750000,0.790476,0.520000
BandShift,SG1,18,60,SG1,A2_noPostSNV,svm,0.583333,0.245614,-0.090909
Normal,SG1,18,60,SG1,A2_noPostSNV,rbf_svm,0.583333,0.345238,0.117647
BandShift,SG1,18,60,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,18,60,SG1,A2_noPostSNV,rf,0.916667,0.647059,0.809524
BandShift,SG1,18,60,SG1,A2_noPostSNV,rf,0.750000,0.507937,0.538462
Normal,EMSC,18,60,EMSC,A2_noPostSNV,svm,0.833333,0.793651,0.707317
BandShift,EMSC,18,60,EMSC,A2_noPostSNV,svm,0.583333,0.245614,-0.090909
Normal,EMSC,18,60,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.592593,0.200000
BandShift,EMSC,18,60,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,18,60,EMSC,A2_noPostSNV,rf,0.833333,0.562963,0.586207
BandShift,EMSC,18,60,EMSC,A2_noPostSNV,rf,0.583333,0.345238,0.117647
Normal,Detrend,18,60,Detrend,A2_noPostSNV,svm,0.833333,0.869048,0.700000
BandShift,Detrend,18,60,Detrend,A2_noPostSNV,svm,0.666667,0.266667,0.000000
Normal,Detrend,18,60,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.433333,0.342466
BandShift,Detrend,18,60,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,18,60,Detrend,A2_noPostSNV,rf,0.833333,0.796296,0.600000
BandShift,Detrend,18,60,Detrend,A2_noPostSNV,rf,0.833333,0.869048,0.700000
Normal,USP,19,61,none,A_postSNV,svm,0.750000,0.507937,0.538462
BandShift,USP,19,61,none,A_postSNV,svm,0.666667,0.456410,0.421687
Normal,USP,19,61,none,A_postSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,USP,19,61,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,19,61,none,A_postSNV,rf,0.916667,0.619048,0.823529
BandShift,USP,19,61,none,A_postSNV,rf,0.750000,0.507937,0.538462
Normal,SNV,19,61,SNV,A2_noPostSNV,svm,0.750000,0.507937,0.538462
BandShift,SNV,19,61,SNV,A2_noPostSNV,svm,0.666667,0.313725,0.283582
Normal,SNV,19,61,SNV,A2_noPostSNV,rbf_svm,0.750000,0.507937,0.538462
BandShift,SNV,19,61,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SNV,19,61,SNV,A2_noPostSNV,rf,0.666667,0.433333,0.342466
BandShift,SNV,19,61,SNV,A2_noPostSNV,rf,0.666667,0.433333,0.342466
Normal,SG1,19,61,SG1,A2_noPostSNV,svm,0.666667,0.457143,0.360000
BandShift,SG1,19,61,SG1,A2_noPostSNV,svm,0.750000,0.429630,0.379310
Normal,SG1,19,61,SG1,A2_noPostSNV,rbf_svm,0.583333,0.404040,0.318182
BandShift,SG1,19,61,SG1,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,SG1,19,61,SG1,A2_noPostSNV,rf,0.916667,0.619048,0.823529
BandShift,SG1,19,61,SG1,A2_noPostSNV,rf,0.833333,0.561111,0.671233
Normal,EMSC,19,61,EMSC,A2_noPostSNV,svm,0.750000,0.516667,0.506849
BandShift,EMSC,19,61,EMSC,A2_noPostSNV,svm,0.750000,0.462963,0.400000
Normal,EMSC,19,61,EMSC,A2_noPostSNV,rbf_svm,0.583333,0.346405,0.047619
BandShift,EMSC,19,61,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.266667,0.000000
Normal,EMSC,19,61,EMSC,A2_noPostSNV,rf,0.666667,0.433333,0.342466
BandShift,EMSC,19,61,EMSC,A2_noPostSNV,rf,0.666667,0.433333,0.342466
Normal,Detrend,19,61,Detrend,A2_noPostSNV,svm,0.666667,0.452381,0.400000
BandShift,Detrend,19,61,Detrend,A2_noPostSNV,svm,0.750000,0.462963,0.400000
Normal,Detrend,19,61,Detrend,A2_noPostSNV,rbf_svm,0.833333,0.561111,0.671233
BandShift,Detrend,19,61,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,Detrend,19,61,Detrend,A2_noPostSNV,rf,0.750000,0.507937,0.538462
BandShift,Detrend,19,61,Detrend,A2_noPostSNV,rf,0.750000,0.507937,0.538462
Normal,USP,20,62,none,A_postSNV,svm,0.916667,0.913725,0.815385
BandShift,USP,20,62,none,A_postSNV,svm,0.750000,0.507937,0.538462
Normal,USP,20,62,none,A_postSNV,rbf_svm,0.916667,0.913725,0.815385
BandShift,USP,20,62,none,A_postSNV,rbf_svm,0.250000,0.133333,0.000000
Normal,USP,20,62,none,A_postSNV,rf,0.916667,0.913725,0.815385
BandShift,USP,20,62,none,A_postSNV,rf,0.833333,0.535948,0.619048
Normal,SNV,20,62,SNV,A2_noPostSNV,svm,0.833333,0.847222,0.657143
BandShift,SNV,20,62,SNV,A2_noPostSNV,svm,0.250000,0.301347,0.121951
Normal,SNV,20,62,SNV,A2_noPostSNV,rbf_svm,0.750000,0.741176,0.446154
BandShift,SNV,20,62,SNV,A2_noPostSNV,rbf_svm,0.250000,0.133333,0.000000
