phase,condition,method,repeat,seed,fold,preprocess,variant,classifier,OA,macro_F1,kappa
1,Pooled,SNV,12,44,2.000000,SNV,A2_noPostSNV,rbf_svm,0.681818,0.671892,0.619283
1,Pooled+BandShift,SNV,12,44,2.000000,SNV,A2_noPostSNV,rbf_svm,0.659091,0.625711,0.591837
1,Pooled,SG1,12,44,2.000000,SG1,A2_noPostSNV,svm,0.704545,0.694770,0.646040
1,Pooled+BandShift,SG1,12,44,2.000000,SG1,A2_noPostSNV,svm,0.431818,0.417590,0.322660
1,Pooled,SG1,12,44,2.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.729127,0.700680
1,Pooled+BandShift,SG1,12,44,2.000000,SG1,A2_noPostSNV,rbf_svm,0.363636,0.322650,0.242312
1,Pooled,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,svm,0.659091,0.662800,0.591331
1,Pooled+BandShift,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,svm,0.522727,0.515736,0.427509
1,Pooled,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.681818,0.687780,0.619518
1,Pooled+BandShift,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.613636,0.616755,0.537701
1,Pooled,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,svm,0.681818,0.674293,0.619518
1,Pooled+BandShift,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,svm,0.636364,0.620149,0.563817
1,Pooled,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.681818,0.663390,0.619048
1,Pooled+BandShift,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.659091,0.638027,0.592089
1,Pooled,USP,13,44,3.000000,none,A_postSNV,svm,0.704545,0.709127,0.646477
1,Pooled+BandShift,USP,13,44,3.000000,none,A_postSNV,svm,0.750000,0.762116,0.700310
1,Pooled,USP,13,44,3.000000,none,A_postSNV,rbf_svm,0.681818,0.682966,0.618812
1,Pooled+BandShift,USP,13,44,3.000000,none,A_postSNV,rbf_svm,0.636364,0.645084,0.563817
1,Pooled,SNV,13,44,3.000000,SNV,A2_noPostSNV,svm,0.772727,0.780586,0.727723
1,Pooled+BandShift,SNV,13,44,3.000000,SNV,A2_noPostSNV,svm,0.772727,0.788462,0.726198
1,Pooled,SNV,13,44,3.000000,SNV,A2_noPostSNV,rbf_svm,0.750000,0.762529,0.700865
1,Pooled+BandShift,SNV,13,44,3.000000,SNV,A2_noPostSNV,rbf_svm,0.704545,0.720815,0.646477
1,Pooled,SG1,13,44,3.000000,SG1,A2_noPostSNV,svm,0.750000,0.763380,0.700495
1,Pooled+BandShift,SG1,13,44,3.000000,SG1,A2_noPostSNV,svm,0.500000,0.486034,0.401361
1,Pooled,SG1,13,44,3.000000,SG1,A2_noPostSNV,rbf_svm,0.727273,0.743742,0.673671
1,Pooled+BandShift,SG1,13,44,3.000000,SG1,A2_noPostSNV,rbf_svm,0.318182,0.328367,0.186190
1,Pooled,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,svm,0.681818,0.691748,0.619048
1,Pooled+BandShift,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,svm,0.568182,0.579286,0.481390
1,Pooled,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.659091,0.679759,0.592341
1,Pooled+BandShift,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.568182,0.592929,0.483951
1,Pooled,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,svm,0.818182,0.830416,0.782043
1,Pooled+BandShift,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,svm,0.750000,0.770571,0.699192
1,Pooled,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.763112,0.701050
1,Pooled+BandShift,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.727273,0.742719,0.673671
1,Pooled,USP,14,44,4.000000,none,A_postSNV,svm,0.659091,0.675824,0.591584
1,Pooled+BandShift,USP,14,44,4.000000,none,A_postSNV,svm,0.681818,0.689971,0.616915
1,Pooled,USP,14,44,4.000000,none,A_postSNV,rbf_svm,0.477273,0.487757,0.371429
1,Pooled+BandShift,USP,14,44,4.000000,none,A_postSNV,rbf_svm,0.500000,0.513912,0.398758
1,Pooled,SNV,14,44,4.000000,SNV,A2_noPostSNV,svm,0.681818,0.652778,0.617154
1,Pooled+BandShift,SNV,14,44,4.000000,SNV,A2_noPostSNV,svm,0.613636,0.628836,0.534826
1,Pooled,SNV,14,44,4.000000,SNV,A2_noPostSNV,rbf_svm,0.636364,0.635697,0.560549
1,Pooled+BandShift,SNV,14,44,4.000000,SNV,A2_noPostSNV,rbf_svm,0.590909,0.589384,0.505926
1,Pooled,SG1,14,44,4.000000,SG1,A2_noPostSNV,svm,0.636364,0.637986,0.564087
1,Pooled+BandShift,SG1,14,44,4.000000,SG1,A2_noPostSNV,svm,0.340909,0.325766,0.211372
1,Pooled,SG1,14,44,4.000000,SG1,A2_noPostSNV,rbf_svm,0.568182,0.579609,0.480745
1,Pooled+BandShift,SG1,14,44,4.000000,SG1,A2_noPostSNV,rbf_svm,0.431818,0.451017,0.320988
1,Pooled,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,svm,0.795455,0.809231,0.753425
1,Pooled+BandShift,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,svm,0.659091,0.671949,0.590317
1,Pooled,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.545455,0.578473,0.451372
1,Pooled+BandShift,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.477273,0.494675,0.374150
1,Pooled,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,svm,0.681818,0.687088,0.618576
1,Pooled+BandShift,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,svm,0.613636,0.625253,0.534247
1,Pooled,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.522727,0.526821,0.426443
1,Pooled+BandShift,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.522727,0.534046,0.428218
1,Pooled,USP,15,45,0.000000,none,A_postSNV,svm,0.755556,0.738899,0.705532
1,Pooled+BandShift,USP,15,45,0.000000,none,A_postSNV,svm,0.733333,0.728042,0.679905
1,Pooled,USP,15,45,0.000000,none,A_postSNV,rbf_svm,0.622222,0.638066,0.546263
1,Pooled+BandShift,USP,15,45,0.000000,none,A_postSNV,rbf_svm,0.600000,0.622623,0.520426
1,Pooled,SNV,15,45,0.000000,SNV,A2_noPostSNV,svm,0.800000,0.812115,0.760213
1,Pooled+BandShift,SNV,15,45,0.000000,SNV,A2_noPostSNV,svm,0.688889,0.701237,0.626998
1,Pooled,SNV,15,45,0.000000,SNV,A2_noPostSNV,rbf_svm,0.666667,0.682209,0.600118
1,Pooled+BandShift,SNV,15,45,0.000000,SNV,A2_noPostSNV,rbf_svm,0.688889,0.708522,0.626335
1,Pooled,SG1,15,45,0.000000,SG1,A2_noPostSNV,svm,0.733333,0.731397,0.679525
1,Pooled+BandShift,SG1,15,45,0.000000,SG1,A2_noPostSNV,svm,0.400000,0.327160,0.278504
1,Pooled,SG1,15,45,0.000000,SG1,A2_noPostSNV,rbf_svm,0.755556,0.768653,0.706406
1,Pooled+BandShift,SG1,15,45,0.000000,SG1,A2_noPostSNV,rbf_svm,0.311111,0.277273,0.165171
1,Pooled,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,svm,0.711111,0.720800,0.654051
1,Pooled+BandShift,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,svm,0.755556,0.771490,0.707447
1,Pooled,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.688889,0.713751,0.626998
1,Pooled+BandShift,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.684071,0.599881
1,Pooled,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,svm,0.688889,0.693715,0.625891
1,Pooled+BandShift,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,svm,0.666667,0.672277,0.598930
1,Pooled,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.733333,0.745369,0.679525
1,Pooled+BandShift,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.622222,0.635799,0.545724
1,Pooled,USP,16,45,1.000000,none,A_postSNV,svm,0.711111,0.715369,0.652406
1,Pooled+BandShift,USP,16,45,1.000000,none,A_postSNV,svm,0.688889,0.680342,0.627219
1,Pooled,USP,16,45,1.000000,none,A_postSNV,rbf_svm,0.600000,0.601559,0.519858
1,Pooled+BandShift,USP,16,45,1.000000,none,A_postSNV,rbf_svm,0.577778,0.580423,0.493783
1,Pooled,SNV,16,45,1.000000,SNV,A2_noPostSNV,svm,0.577778,0.575603,0.493783
1,Pooled+BandShift,SNV,16,45,1.000000,SNV,A2_noPostSNV,svm,0.577778,0.587561,0.495873
1,Pooled,SNV,16,45,1.000000,SNV,A2_noPostSNV,rbf_svm,0.711111,0.711751,0.652613
1,Pooled+BandShift,SNV,16,45,1.000000,SNV,A2_noPostSNV,rbf_svm,0.688889,0.700647,0.626335
1,Pooled,SG1,16,45,1.000000,SG1,A2_noPostSNV,svm,0.600000,0.588276,0.520426
1,Pooled+BandShift,SG1,16,45,1.000000,SG1,A2_noPostSNV,svm,0.333333,0.322399,0.196907
1,Pooled,SG1,16,45,1.000000,SG1,A2_noPostSNV,rbf_svm,0.644444,0.656532,0.572700
1,Pooled+BandShift,SG1,16,45,1.000000,SG1,A2_noPostSNV,rbf_svm,0.333333,0.258163,0.195950
1,Pooled,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,svm,0.644444,0.652615,0.572700
1,Pooled+BandShift,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,svm,0.600000,0.587590,0.518717
1,Pooled,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.670885,0.599881
1,Pooled+BandShift,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.622222,0.617364,0.546263
1,Pooled,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,svm,0.644444,0.630952,0.573964
1,Pooled+BandShift,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,svm,0.466667,0.438269,0.363958
1,Pooled,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.665344,0.599407
1,Pooled+BandShift,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.577778,0.562081,0.494382
1,Pooled,USP,17,45,2.000000,none,A_postSNV,svm,0.681818,0.690587,0.619048
1,Pooled+BandShift,USP,17,45,2.000000,none,A_postSNV,svm,0.750000,0.750420,0.700310
1,Pooled,USP,17,45,2.000000,none,A_postSNV,rbf_svm,0.568182,0.572650,0.482993
1,Pooled+BandShift,USP,17,45,2.000000,none,A_postSNV,rbf_svm,0.568182,0.571429,0.483313
1,Pooled,SNV,17,45,2.000000,SNV,A2_noPostSNV,svm,0.727273,0.723336,0.672660
1,Pooled+BandShift,SNV,17,45,2.000000,SNV,A2_noPostSNV,svm,0.727273,0.713386,0.672862
1,Pooled,SNV,17,45,2.000000,SNV,A2_noPostSNV,rbf_svm,0.613636,0.638672,0.537415
1,Pooled+BandShift,SNV,17,45,2.000000,SNV,A2_noPostSNV,rbf_svm,0.613636,0.628462,0.537986
1,Pooled,SG1,17,45,2.000000,SG1,A2_noPostSNV,svm,0.750000,0.749254,0.699565
1,Pooled+BandShift,SG1,17,45,2.000000,SG1,A2_noPostSNV,svm,0.386364,0.333426,0.257964
1,Pooled,SG1,17,45,2.000000,SG1,A2_noPostSNV,rbf_svm,0.681818,0.691090,0.619048
1,Pooled+BandShift,SG1,17,45,2.000000,SG1,A2_noPostSNV,rbf_svm,0.454545,0.449174,0.342875
1,Pooled,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,svm,0.727273,0.716667,0.671846
1,Pooled+BandShift,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,svm,0.659091,0.640049,0.590571
1,Pooled,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.636364,0.658527,0.564626
1,Pooled+BandShift,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.590909,0.601543,0.511111
1,Pooled,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,svm,0.727273,0.727203,0.672457
1,Pooled+BandShift,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,svm,0.704545,0.707908,0.645601
1,Pooled,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.568182,0.581065,0.482673
1,Pooled+BandShift,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.568182,0.572650,0.482993
1,Pooled,USP,18,45,3.000000,none,A_postSNV,svm,0.772727,0.782270,0.726027
1,Pooled+BandShift,USP,18,45,3.000000,none,A_postSNV,svm,0.772727,0.780196,0.725343
1,Pooled,USP,18,45,3.000000,none,A_postSNV,rbf_svm,0.613636,0.625752,0.535115
1,Pooled+BandShift,USP,18,45,3.000000,none,A_postSNV,rbf_svm,0.613636,0.622145,0.535115
1,Pooled,SNV,18,45,3.000000,SNV,A2_noPostSNV,svm,0.681818,0.696016,0.617629
1,Pooled+BandShift,SNV,18,45,3.000000,SNV,A2_noPostSNV,svm,0.681818,0.682478,0.615240
1,Pooled,SNV,18,45,3.000000,SNV,A2_noPostSNV,rbf_svm,0.659091,0.687085,0.591078
1,Pooled+BandShift,SNV,18,45,3.000000,SNV,A2_noPostSNV,rbf_svm,0.659091,0.681926,0.591078
1,Pooled,SG1,18,45,3.000000,SG1,A2_noPostSNV,svm,0.750000,0.748756,0.699379
1,Pooled+BandShift,SG1,18,45,3.000000,SG1,A2_noPostSNV,svm,0.431818,0.404570,0.321825
1,Pooled,SG1,18,45,3.000000,SG1,A2_noPostSNV,rbf_svm,0.659091,0.670303,0.590062
1,Pooled+BandShift,SG1,18,45,3.000000,SG1,A2_noPostSNV,rbf_svm,0.431818,0.392383,0.320148
1,Pooled,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,svm,0.704545,0.692228,0.643836
1,Pooled+BandShift,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,svm,0.681818,0.679889,0.616677
1,Pooled,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.590909,0.616023,0.506542
1,Pooled+BandShift,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.613636,0.632133,0.533666
1,Pooled,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,svm,0.750000,0.751166,0.699192
1,Pooled+BandShift,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,svm,0.750000,0.759830,0.698630
1,Pooled,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.704545,0.711517,0.644941
1,Pooled+BandShift,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.659091,0.672992,0.589552
1,Pooled,USP,19,45,4.000000,none,A_postSNV,svm,0.659091,0.656902,0.591837
1,Pooled+BandShift,USP,19,45,4.000000,none,A_postSNV,svm,0.704545,0.685146,0.646040
1,Pooled,USP,19,45,4.000000,none,A_postSNV,rbf_svm,0.613636,0.616082,0.536268
1,Pooled+BandShift,USP,19,45,4.000000,none,A_postSNV,rbf_svm,0.613636,0.616082,0.536268
1,Pooled,SNV,19,45,4.000000,SNV,A2_noPostSNV,svm,0.727273,0.725533,0.673469
1,Pooled+BandShift,SNV,19,45,4.000000,SNV,A2_noPostSNV,svm,0.613636,0.627933,0.535115
1,Pooled,SNV,19,45,4.000000,SNV,A2_noPostSNV,rbf_svm,0.681818,0.691713,0.618576
1,Pooled+BandShift,SNV,19,45,4.000000,SNV,A2_noPostSNV,rbf_svm,0.636364,0.654640,0.564626
1,Pooled,SG1,19,45,4.000000,SG1,A2_noPostSNV,svm,0.727273,0.725541,0.673065
1,Pooled+BandShift,SG1,19,45,4.000000,SG1,A2_noPostSNV,svm,0.363636,0.333761,0.239975
1,Pooled,SG1,19,45,4.000000,SG1,A2_noPostSNV,rbf_svm,0.613636,0.640160,0.536842
1,Pooled+BandShift,SG1,19,45,4.000000,SG1,A2_noPostSNV,rbf_svm,0.363636,0.333005,0.241379
1,Pooled,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,svm,0.659091,0.657279,0.590062
1,Pooled+BandShift,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,svm,0.659091,0.664911,0.589807
1,Pooled,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.590909,0.606363,0.508685
1,Pooled+BandShift,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.431818,0.447443,0.318463
1,Pooled,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,svm,0.795455,0.795007,0.754950
1,Pooled+BandShift,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,svm,0.590909,0.587344,0.508075
1,Pooled,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.613636,0.626260,0.536842
1,Pooled+BandShift,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.522727,0.543710,0.428218
1,Pooled,USP,20,46,0.000000,none,A_postSNV,svm,0.666667,0.673619,0.600355
1,Pooled+BandShift,USP,20,46,0.000000,none,A_postSNV,svm,0.711111,0.720028,0.653436
1,Pooled,USP,20,46,0.000000,none,A_postSNV,rbf_svm,0.511111,0.537205,0.412811
1,Pooled+BandShift,USP,20,46,0.000000,none,A_postSNV,rbf_svm,0.511111,0.537205,0.412811
1,Pooled,SNV,20,46,0.000000,SNV,A2_noPostSNV,svm,0.711111,0.718038,0.652613
1,Pooled+BandShift,SNV,20,46,0.000000,SNV,A2_noPostSNV,svm,0.622222,0.636511,0.547605
1,Pooled,SNV,20,46,0.000000,SNV,A2_noPostSNV,rbf_svm,0.577778,0.596248,0.491374
1,Pooled+BandShift,SNV,20,46,0.000000,SNV,A2_noPostSNV,rbf_svm,0.577778,0.589083,0.491071
1,Pooled,SG1,20,46,0.000000,SG1,A2_noPostSNV,svm,0.755556,0.773352,0.706057
1,Pooled+BandShift,SG1,20,46,0.000000,SG1,A2_noPostSNV,svm,0.466667,0.460330,0.355609
1,Pooled,SG1,20,46,0.000000,SG1,A2_noPostSNV,rbf_svm,0.622222,0.639316,0.545724
1,Pooled+BandShift,SG1,20,46,0.000000,SG1,A2_noPostSNV,rbf_svm,0.355556,0.333333,0.219498
1,Pooled,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,svm,0.622222,0.643162,0.545724
1,Pooled+BandShift,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,svm,0.622222,0.637361,0.544914
1,Pooled,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.555556,0.558412,0.465241
1,Pooled+BandShift,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.444444,0.450310,0.328358
1,Pooled,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,svm,0.755556,0.767338,0.706057
1,Pooled+BandShift,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,svm,0.644444,0.652140,0.574216
1,Pooled,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.622222,0.639499,0.545994
1,Pooled+BandShift,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.600000,0.593722,0.518717
1,Pooled,USP,21,46,1.000000,none,A_postSNV,svm,0.577778,0.561896,0.494979
1,Pooled+BandShift,USP,21,46,1.000000,none,A_postSNV,svm,0.511111,0.502218,0.416274
1,Pooled,USP,21,46,1.000000,none,A_postSNV,rbf_svm,0.488889,0.465861,0.389741
1,Pooled+BandShift,USP,21,46,1.000000,none,A_postSNV,rbf_svm,0.466667,0.450528,0.363583
1,Pooled,SNV,21,46,1.000000,SNV,A2_noPostSNV,svm,0.555556,0.549038,0.467456
1,Pooled+BandShift,SNV,21,46,1.000000,SNV,A2_noPostSNV,svm,0.555556,0.557144,0.468399
1,Pooled,SNV,21,46,1.000000,SNV,A2_noPostSNV,rbf_svm,0.644444,0.642496,0.574468
1,Pooled+BandShift,SNV,21,46,1.000000,SNV,A2_noPostSNV,rbf_svm,0.577778,0.560847,0.495575
1,Pooled,SG1,21,46,1.000000,SG1,A2_noPostSNV,svm,0.666667,0.681422,0.600118
1,Pooled+BandShift,SG1,21,46,1.000000,SG1,A2_noPostSNV,svm,0.333333,0.263988,0.195471
1,Pooled,SG1,21,46,1.000000,SG1,A2_noPostSNV,rbf_svm,0.644444,0.640533,0.574719
1,Pooled+BandShift,SG1,21,46,1.000000,SG1,A2_noPostSNV,rbf_svm,0.400000,0.382365,0.277646
1,Pooled,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,svm,0.622222,0.586497,0.547605
1,Pooled+BandShift,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,svm,0.577778,0.558288,0.494681
1,Pooled,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.674230,0.601064
1,Pooled+BandShift,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.577778,0.561111,0.494681
1,Pooled,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,svm,0.688889,0.694865,0.626998
1,Pooled+BandShift,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,svm,0.577778,0.565827,0.494681
1,Pooled,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.667178,0.600355
1,Pooled+BandShift,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.600000,0.583728,0.522406
1,Pooled,USP,22,46,2.000000,none,A_postSNV,svm,0.931818,0.929772,0.918012
1,Pooled+BandShift,USP,22,46,2.000000,none,A_postSNV,svm,0.909091,0.908939,0.890751
1,Pooled,USP,22,46,2.000000,none,A_postSNV,rbf_svm,0.727273,0.720372,0.672457
1,Pooled+BandShift,USP,22,46,2.000000,none,A_postSNV,rbf_svm,0.727273,0.720372,0.672457
1,Pooled,SNV,22,46,2.000000,SNV,A2_noPostSNV,svm,0.909091,0.906542,0.890819
1,Pooled+BandShift,SNV,22,46,2.000000,SNV,A2_noPostSNV,svm,0.840909,0.834459,0.809170
1,Pooled,SNV,22,46,2.000000,SNV,A2_noPostSNV,rbf_svm,0.909091,0.906944,0.890887
1,Pooled+BandShift,SNV,22,46,2.000000,SNV,A2_noPostSNV,rbf_svm,0.863636,0.860243,0.836330
1,Pooled,SG1,22,46,2.000000,SG1,A2_noPostSNV,svm,0.931818,0.928764,0.918063
1,Pooled+BandShift,SG1,22,46,2.000000,SG1,A2_noPostSNV,svm,0.409091,0.400433,0.295567
1,Pooled,SG1,22,46,2.000000,SG1,A2_noPostSNV,rbf_svm,0.931818,0.927376,0.918063
1,Pooled+BandShift,SG1,22,46,2.000000,SG1,A2_noPostSNV,rbf_svm,0.340909,0.284366,0.215734
1,Pooled,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,svm,0.954545,0.953526,0.945409
1,Pooled+BandShift,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,svm,0.863636,0.862683,0.836228
1,Pooled,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.795455,0.795541,0.754495
1,Pooled+BandShift,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.762994,0.700124
1,Pooled,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,svm,0.931818,0.931303,0.918165
1,Pooled+BandShift,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,svm,0.863636,0.863247,0.836330
1,Pooled,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.886364,0.883007,0.863524
1,Pooled+BandShift,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.795455,0.785495,0.754647
1,Pooled,USP,23,46,3.000000,none,A_postSNV,svm,0.772727,0.785868,0.727385
1,Pooled+BandShift,USP,23,46,3.000000,none,A_postSNV,svm,0.772727,0.779489,0.727216
1,Pooled,USP,23,46,3.000000,none,A_postSNV,rbf_svm,0.636364,0.629689,0.564087
1,Pooled+BandShift,USP,23,46,3.000000,none,A_postSNV,rbf_svm,0.636364,0.629689,0.564087
1,Pooled,SNV,23,46,3.000000,SNV,A2_noPostSNV,svm,0.613636,0.631896,0.534826
1,Pooled+BandShift,SNV,23,46,3.000000,SNV,A2_noPostSNV,svm,0.590909,0.594267,0.506849
1,Pooled,SNV,23,46,3.000000,SNV,A2_noPostSNV,rbf_svm,0.636364,0.662880,0.564356
1,Pooled+BandShift,SNV,23,46,3.000000,SNV,A2_noPostSNV,rbf_svm,0.590909,0.600260,0.510507
1,Pooled,SG1,23,46,3.000000,SG1,A2_noPostSNV,svm,0.681818,0.674196,0.618340
1,Pooled+BandShift,SG1,23,46,3.000000,SG1,A2_noPostSNV,svm,0.386364,0.355051,0.268473
1,Pooled,SG1,23,46,3.000000,SG1,A2_noPostSNV,rbf_svm,0.568182,0.589189,0.482993
1,Pooled+BandShift,SG1,23,46,3.000000,SG1,A2_noPostSNV,rbf_svm,0.409091,0.392593,0.294698
1,Pooled,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,svm,0.727273,0.726288,0.671437
1,Pooled+BandShift,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,svm,0.613636,0.596465,0.534247
1,Pooled,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.590909,0.606840,0.510204
1,Pooled+BandShift,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.522727,0.502428,0.426799
1,Pooled,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,svm,0.681818,0.686948,0.619048
1,Pooled+BandShift,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,svm,0.568182,0.566799,0.481711
1,Pooled,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.590909,0.608570,0.510204
1,Pooled+BandShift,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.568182,0.560757,0.481390
1,Pooled,USP,24,46,4.000000,none,A_postSNV,svm,0.772727,0.763219,0.726708
1,Pooled+BandShift,USP,24,46,4.000000,none,A_postSNV,svm,0.659091,0.659715,0.589041
1,Pooled,USP,24,46,4.000000,none,A_postSNV,rbf_svm,0.545455,0.524242,0.452736
1,Pooled+BandShift,USP,24,46,4.000000,none,A_postSNV,rbf_svm,0.545455,0.524242,0.452736
1,Pooled,SNV,24,46,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.756328,0.698254
1,Pooled+BandShift,SNV,24,46,4.000000,SNV,A2_noPostSNV,svm,0.659091,0.659269,0.587500
1,Pooled,SNV,24,46,4.000000,SNV,A2_noPostSNV,rbf_svm,0.704545,0.724988,0.642723
1,Pooled+BandShift,SNV,24,46,4.000000,SNV,A2_noPostSNV,rbf_svm,0.681818,0.682626,0.615481
1,Pooled,SG1,24,46,4.000000,SG1,A2_noPostSNV,svm,0.818182,0.814731,0.781502
1,Pooled+BandShift,SG1,24,46,4.000000,SG1,A2_noPostSNV,svm,0.340909,0.330196,0.212832
1,Pooled,SG1,24,46,4.000000,SG1,A2_noPostSNV,rbf_svm,0.636364,0.633069,0.560275
1,Pooled+BandShift,SG1,24,46,4.000000,SG1,A2_noPostSNV,rbf_svm,0.454545,0.438063,0.348148
1,Pooled,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,svm,0.681818,0.675236,0.615960
1,Pooled+BandShift,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,svm,0.568182,0.571609,0.479452
