phase,condition,method,repeat,seed,fold,preprocess,variant,classifier,OA,macro_F1,kappa
1,Pooled,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.636364,0.644587,0.560549
1,Pooled+BandShift,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.590909,0.617997,0.505926
1,Pooled,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,svm,0.727273,0.729735,0.671437
1,Pooled+BandShift,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,svm,0.590909,0.596332,0.506542
1,Pooled,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.659091,0.658427,0.588015
1,Pooled+BandShift,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.613636,0.614542,0.533666
2,Bu5,USP,0,42,0.000000,none,A_postSNV,svm,0.444444,0.305556,0.338235
2,Bu5,USP,0,42,0.000000,none,A_postSNV,rbf_svm,0.333333,0.214286,0.228571
2,Bu5,SNV,0,42,0.000000,SNV,A2_noPostSNV,svm,0.555556,0.438889,0.470588
2,Bu5,SNV,0,42,0.000000,SNV,A2_noPostSNV,rbf_svm,0.444444,0.325397,0.347826
2,Bu5,SG1,0,42,0.000000,SG1,A2_noPostSNV,svm,0.444444,0.333333,0.338235
2,Bu5,SG1,0,42,0.000000,SG1,A2_noPostSNV,rbf_svm,0.444444,0.333333,0.338235
2,Bu5,EMSC,0,42,0.000000,EMSC,A2_noPostSNV,svm,0.444444,0.388889,0.347826
2,Bu5,EMSC,0,42,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.333333,0.233333,0.205882
2,Bu5,Detrend,0,42,0.000000,Detrend,A2_noPostSNV,svm,0.555556,0.527778,0.470588
2,Bu5,Detrend,0,42,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.177778,0.205882
2,Bu5,USP,1,42,1.000000,none,A_postSNV,svm,0.888889,0.888889,0.865672
2,Bu5,USP,1,42,1.000000,none,A_postSNV,rbf_svm,0.888889,0.888889,0.865672
2,Bu5,SNV,1,42,1.000000,SNV,A2_noPostSNV,svm,0.777778,0.744444,0.727273
2,Bu5,SNV,1,42,1.000000,SNV,A2_noPostSNV,rbf_svm,0.666667,0.555556,0.584615
2,Bu5,SG1,1,42,1.000000,SG1,A2_noPostSNV,svm,0.888889,0.888889,0.865672
2,Bu5,SG1,1,42,1.000000,SG1,A2_noPostSNV,rbf_svm,0.777778,0.666667,0.731343
2,Bu5,EMSC,1,42,1.000000,EMSC,A2_noPostSNV,svm,0.777778,0.805556,0.735294
2,Bu5,EMSC,1,42,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.777778,0.688889,0.727273
2,Bu5,Detrend,1,42,1.000000,Detrend,A2_noPostSNV,svm,0.777778,0.666667,0.731343
2,Bu5,Detrend,1,42,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.638889,0.602941
2,Bu5,USP,2,42,2.000000,none,A_postSNV,svm,0.625000,0.494444,0.529412
2,Bu5,USP,2,42,2.000000,none,A_postSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,SNV,2,42,2.000000,SNV,A2_noPostSNV,svm,0.875000,0.800000,0.843137
2,Bu5,SNV,2,42,2.000000,SNV,A2_noPostSNV,rbf_svm,0.750000,0.633333,0.686275
2,Bu5,SG1,2,42,2.000000,SG1,A2_noPostSNV,svm,0.500000,0.555556,0.384615
2,Bu5,SG1,2,42,2.000000,SG1,A2_noPostSNV,rbf_svm,0.375000,0.305556,0.259259
2,Bu5,EMSC,2,42,2.000000,EMSC,A2_noPostSNV,svm,0.375000,0.277778,0.230769
2,Bu5,EMSC,2,42,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.625000,0.555556,0.547170
2,Bu5,Detrend,2,42,2.000000,Detrend,A2_noPostSNV,svm,0.750000,0.750000,0.692308
2,Bu5,Detrend,2,42,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.625000,0.511111,0.547170
2,Bu5,USP,3,42,3.000000,none,A_postSNV,svm,0.625000,0.555556,0.555556
2,Bu5,USP,3,42,3.000000,none,A_postSNV,rbf_svm,0.750000,0.722222,0.686275
2,Bu5,SNV,3,42,3.000000,SNV,A2_noPostSNV,svm,0.625000,0.677778,0.563636
2,Bu5,SNV,3,42,3.000000,SNV,A2_noPostSNV,rbf_svm,0.750000,0.777778,0.703704
2,Bu5,SG1,3,42,3.000000,SG1,A2_noPostSNV,svm,0.625000,0.677778,0.563636
2,Bu5,SG1,3,42,3.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.805556,0.698113
2,Bu5,EMSC,3,42,3.000000,EMSC,A2_noPostSNV,svm,0.625000,0.638889,0.563636
2,Bu5,EMSC,3,42,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.625000,0.677778,0.563636
2,Bu5,Detrend,3,42,3.000000,Detrend,A2_noPostSNV,svm,0.500000,0.511111,0.407407
2,Bu5,Detrend,3,42,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.625000,0.638889,0.547170
2,Bu5,USP,4,42,4.000000,none,A_postSNV,svm,0.625000,0.638889,0.563636
2,Bu5,USP,4,42,4.000000,none,A_postSNV,rbf_svm,0.750000,0.688889,0.692308
2,Bu5,SNV,4,42,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.750000,0.703704
2,Bu5,SNV,4,42,4.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.527778,0.555556
2,Bu5,SG1,4,42,4.000000,SG1,A2_noPostSNV,svm,0.500000,0.444444,0.407407
2,Bu5,SG1,4,42,4.000000,SG1,A2_noPostSNV,rbf_svm,0.625000,0.527778,0.555556
2,Bu5,EMSC,4,42,4.000000,EMSC,A2_noPostSNV,svm,0.500000,0.383333,0.396226
2,Bu5,EMSC,4,42,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.625000,0.527778,0.555556
2,Bu5,Detrend,4,42,4.000000,Detrend,A2_noPostSNV,svm,0.625000,0.500000,0.555556
2,Bu5,Detrend,4,42,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.472222,0.407407
2,Bu5,USP,5,43,0.000000,none,A_postSNV,svm,0.555556,0.411111,0.454545
2,Bu5,USP,5,43,0.000000,none,A_postSNV,rbf_svm,0.666667,0.500000,0.590909
2,Bu5,SNV,5,43,0.000000,SNV,A2_noPostSNV,svm,0.666667,0.466667,0.584615
2,Bu5,SNV,5,43,0.000000,SNV,A2_noPostSNV,rbf_svm,0.666667,0.444444,0.578125
2,Bu5,SG1,5,43,0.000000,SG1,A2_noPostSNV,svm,0.555556,0.411111,0.454545
2,Bu5,SG1,5,43,0.000000,SG1,A2_noPostSNV,rbf_svm,0.666667,0.444444,0.578125
2,Bu5,EMSC,5,43,0.000000,EMSC,A2_noPostSNV,svm,0.666667,0.555556,0.597015
2,Bu5,EMSC,5,43,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.444444,0.578125
2,Bu5,Detrend,5,43,0.000000,Detrend,A2_noPostSNV,svm,0.555556,0.388889,0.446154
2,Bu5,Detrend,5,43,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.555556,0.411111,0.454545
2,Bu5,USP,6,43,1.000000,none,A_postSNV,svm,0.666667,0.555556,0.584615
2,Bu5,USP,6,43,1.000000,none,A_postSNV,rbf_svm,0.777778,0.694444,0.731343
2,Bu5,SNV,6,43,1.000000,SNV,A2_noPostSNV,svm,0.888889,0.800000,0.861538
2,Bu5,SNV,6,43,1.000000,SNV,A2_noPostSNV,rbf_svm,0.777778,0.722222,0.723077
2,Bu5,SG1,6,43,1.000000,SG1,A2_noPostSNV,svm,0.666667,0.488889,0.584615
2,Bu5,SG1,6,43,1.000000,SG1,A2_noPostSNV,rbf_svm,0.666667,0.488889,0.584615
2,Bu5,EMSC,6,43,1.000000,EMSC,A2_noPostSNV,svm,0.777778,0.688889,0.727273
2,Bu5,EMSC,6,43,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.661111,0.590909
2,Bu5,Detrend,6,43,1.000000,Detrend,A2_noPostSNV,svm,0.777778,0.711111,0.723077
2,Bu5,Detrend,6,43,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.488889,0.584615
2,Bu5,USP,7,43,2.000000,none,A_postSNV,svm,0.625000,0.522222,0.538462
2,Bu5,USP,7,43,2.000000,none,A_postSNV,rbf_svm,0.500000,0.344444,0.407407
2,Bu5,SNV,7,43,2.000000,SNV,A2_noPostSNV,svm,0.750000,0.688889,0.692308
2,Bu5,SNV,7,43,2.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.511111,0.547170
2,Bu5,SG1,7,43,2.000000,SG1,A2_noPostSNV,svm,0.625000,0.550000,0.529412
2,Bu5,SG1,7,43,2.000000,SG1,A2_noPostSNV,rbf_svm,0.500000,0.361111,0.346939
2,Bu5,EMSC,7,43,2.000000,EMSC,A2_noPostSNV,svm,0.625000,0.527778,0.538462
2,Bu5,EMSC,7,43,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.500000,0.388889,0.407407
2,Bu5,Detrend,7,43,2.000000,Detrend,A2_noPostSNV,svm,0.500000,0.388889,0.372549
2,Bu5,Detrend,7,43,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.375000,0.194444,0.200000
2,Bu5,USP,8,43,3.000000,none,A_postSNV,svm,0.875000,0.888889,0.849057
2,Bu5,USP,8,43,3.000000,none,A_postSNV,rbf_svm,0.875000,0.911111,0.846154
2,Bu5,SNV,8,43,3.000000,SNV,A2_noPostSNV,svm,0.750000,0.750000,0.703704
2,Bu5,SNV,8,43,3.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.677778,0.563636
2,Bu5,SG1,8,43,3.000000,SG1,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SG1,8,43,3.000000,SG1,A2_noPostSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,EMSC,8,43,3.000000,EMSC,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,EMSC,8,43,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.805556,0.703704
2,Bu5,Detrend,8,43,3.000000,Detrend,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,Detrend,8,43,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,USP,9,43,4.000000,none,A_postSNV,svm,0.750000,0.805556,0.703704
2,Bu5,USP,9,43,4.000000,none,A_postSNV,rbf_svm,0.750000,0.805556,0.698113
2,Bu5,SNV,9,43,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.722222,0.703704
2,Bu5,SNV,9,43,4.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.638889,0.563636
2,Bu5,SG1,9,43,4.000000,SG1,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SG1,9,43,4.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.777778,0.703704
2,Bu5,EMSC,9,43,4.000000,EMSC,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,EMSC,9,43,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.777778,0.703704
2,Bu5,Detrend,9,43,4.000000,Detrend,A2_noPostSNV,svm,0.750000,0.777778,0.703704
2,Bu5,Detrend,9,43,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.777778,0.703704
2,Bu5,USP,10,44,0.000000,none,A_postSNV,svm,0.666667,0.522222,0.590909
2,Bu5,USP,10,44,0.000000,none,A_postSNV,rbf_svm,0.666667,0.566667,0.602941
2,Bu5,SNV,10,44,0.000000,SNV,A2_noPostSNV,svm,0.444444,0.388889,0.338235
2,Bu5,SNV,10,44,0.000000,SNV,A2_noPostSNV,rbf_svm,0.666667,0.622222,0.602941
2,Bu5,SG1,10,44,0.000000,SG1,A2_noPostSNV,svm,0.777778,0.611111,0.727273
2,Bu5,SG1,10,44,0.000000,SG1,A2_noPostSNV,rbf_svm,0.555556,0.472222,0.470588
2,Bu5,EMSC,10,44,0.000000,EMSC,A2_noPostSNV,svm,0.555556,0.494444,0.454545
2,Bu5,EMSC,10,44,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.577778,0.590909
2,Bu5,Detrend,10,44,0.000000,Detrend,A2_noPostSNV,svm,0.555556,0.500000,0.470588
2,Bu5,Detrend,10,44,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.233333,0.228571
2,Bu5,USP,11,44,1.000000,none,A_postSNV,svm,0.777778,0.577778,0.723077
2,Bu5,USP,11,44,1.000000,none,A_postSNV,rbf_svm,0.777778,0.583333,0.727273
2,Bu5,SNV,11,44,1.000000,SNV,A2_noPostSNV,svm,0.888889,0.800000,0.861538
2,Bu5,SNV,11,44,1.000000,SNV,A2_noPostSNV,rbf_svm,0.777778,0.577778,0.723077
2,Bu5,SG1,11,44,1.000000,SG1,A2_noPostSNV,svm,0.777778,0.577778,0.723077
2,Bu5,SG1,11,44,1.000000,SG1,A2_noPostSNV,rbf_svm,0.777778,0.577778,0.723077
2,Bu5,EMSC,11,44,1.000000,EMSC,A2_noPostSNV,svm,0.777778,0.744444,0.727273
2,Bu5,EMSC,11,44,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.777778,0.600000,0.718750
2,Bu5,Detrend,11,44,1.000000,Detrend,A2_noPostSNV,svm,0.777778,0.688889,0.727273
2,Bu5,Detrend,11,44,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.522222,0.590909
2,Bu5,USP,12,44,2.000000,none,A_postSNV,svm,0.125000,0.083333,0.000000
2,Bu5,USP,12,44,2.000000,none,A_postSNV,rbf_svm,0.500000,0.400000,0.407407
2,Bu5,SNV,12,44,2.000000,SNV,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SNV,12,44,2.000000,SNV,A2_noPostSNV,rbf_svm,0.375000,0.277778,0.259259
2,Bu5,SG1,12,44,2.000000,SG1,A2_noPostSNV,svm,0.375000,0.400000,0.259259
2,Bu5,SG1,12,44,2.000000,SG1,A2_noPostSNV,rbf_svm,0.375000,0.277778,0.272727
2,Bu5,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,svm,0.625000,0.611111,0.555556
2,Bu5,EMSC,12,44,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.250000,0.158730,0.142857
2,Bu5,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,svm,0.500000,0.583333,0.407407
2,Bu5,Detrend,12,44,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.250000,0.158730,0.142857
2,Bu5,USP,13,44,3.000000,none,A_postSNV,svm,0.750000,0.666667,0.698113
2,Bu5,USP,13,44,3.000000,none,A_postSNV,rbf_svm,0.625000,0.539683,0.520000
2,Bu5,SNV,13,44,3.000000,SNV,A2_noPostSNV,svm,0.750000,0.805556,0.703704
2,Bu5,SNV,13,44,3.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.622222,0.555556
2,Bu5,SG1,13,44,3.000000,SG1,A2_noPostSNV,svm,0.625000,0.583333,0.555556
2,Bu5,SG1,13,44,3.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.666667,0.698113
2,Bu5,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,svm,0.625000,0.555556,0.555556
2,Bu5,EMSC,13,44,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,svm,0.625000,0.555556,0.555556
2,Bu5,Detrend,13,44,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.666667,0.698113
2,Bu5,USP,14,44,4.000000,none,A_postSNV,svm,0.875000,0.800000,0.843137
2,Bu5,USP,14,44,4.000000,none,A_postSNV,rbf_svm,1.000000,1.000000,1.000000
2,Bu5,SNV,14,44,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.694444,0.692308
2,Bu5,SNV,14,44,4.000000,SNV,A2_noPostSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,SG1,14,44,4.000000,SG1,A2_noPostSNV,svm,0.750000,0.777778,0.703704
2,Bu5,SG1,14,44,4.000000,SG1,A2_noPostSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,svm,0.750000,0.688889,0.692308
2,Bu5,EMSC,14,44,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.692308
2,Bu5,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,svm,0.750000,0.777778,0.703704
2,Bu5,Detrend,14,44,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.625000,0.611111,0.547170
2,Bu5,USP,15,45,0.000000,none,A_postSNV,svm,0.888889,0.911111,0.863636
2,Bu5,USP,15,45,0.000000,none,A_postSNV,rbf_svm,0.888889,0.888889,0.865672
2,Bu5,SNV,15,45,0.000000,SNV,A2_noPostSNV,svm,1.000000,1.000000,1.000000
2,Bu5,SNV,15,45,0.000000,SNV,A2_noPostSNV,rbf_svm,1.000000,1.000000,1.000000
2,Bu5,SG1,15,45,0.000000,SG1,A2_noPostSNV,svm,0.888889,0.888889,0.865672
2,Bu5,SG1,15,45,0.000000,SG1,A2_noPostSNV,rbf_svm,1.000000,1.000000,1.000000
2,Bu5,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,svm,0.888889,0.911111,0.863636
2,Bu5,EMSC,15,45,0.000000,EMSC,A2_noPostSNV,rbf_svm,0.888889,0.888889,0.865672
2,Bu5,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,svm,0.888889,0.911111,0.863636
2,Bu5,Detrend,15,45,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.888889,0.888889,0.865672
2,Bu5,USP,16,45,1.000000,none,A_postSNV,svm,0.666667,0.527778,0.590909
2,Bu5,USP,16,45,1.000000,none,A_postSNV,rbf_svm,0.555556,0.500000,0.478261
2,Bu5,SNV,16,45,1.000000,SNV,A2_noPostSNV,svm,0.777778,0.722222,0.731343
2,Bu5,SNV,16,45,1.000000,SNV,A2_noPostSNV,rbf_svm,0.888889,0.888889,0.865672
2,Bu5,SG1,16,45,1.000000,SG1,A2_noPostSNV,svm,0.666667,0.555556,0.597015
2,Bu5,SG1,16,45,1.000000,SG1,A2_noPostSNV,rbf_svm,0.555556,0.455556,0.470588
2,Bu5,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,svm,0.888889,0.800000,0.861538
2,Bu5,EMSC,16,45,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.888889,0.911111,0.863636
2,Bu5,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,svm,0.888889,0.800000,0.861538
2,Bu5,Detrend,16,45,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.527778,0.597015
2,Bu5,USP,17,45,2.000000,none,A_postSNV,svm,0.875000,0.888889,0.849057
2,Bu5,USP,17,45,2.000000,none,A_postSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,SNV,17,45,2.000000,SNV,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SNV,17,45,2.000000,SNV,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,SG1,17,45,2.000000,SG1,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SG1,17,45,2.000000,SG1,A2_noPostSNV,rbf_svm,0.625000,0.566667,0.555556
2,Bu5,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,svm,0.750000,0.688889,0.692308
2,Bu5,EMSC,17,45,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,svm,0.750000,0.722222,0.686275
2,Bu5,Detrend,17,45,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.625000,0.511111,0.547170
2,Bu5,USP,18,45,3.000000,none,A_postSNV,svm,0.750000,0.555556,0.692308
2,Bu5,USP,18,45,3.000000,none,A_postSNV,rbf_svm,0.750000,0.611111,0.680000
2,Bu5,SNV,18,45,3.000000,SNV,A2_noPostSNV,svm,1.000000,1.000000,1.000000
2,Bu5,SNV,18,45,3.000000,SNV,A2_noPostSNV,rbf_svm,0.875000,0.777778,0.846154
2,Bu5,SG1,18,45,3.000000,SG1,A2_noPostSNV,svm,0.750000,0.577778,0.686275
2,Bu5,SG1,18,45,3.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.577778,0.686275
2,Bu5,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,svm,0.750000,0.611111,0.692308
2,Bu5,EMSC,18,45,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.633333,0.686275
2,Bu5,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,svm,0.750000,0.555556,0.692308
2,Bu5,Detrend,18,45,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.577778,0.686275
2,Bu5,USP,19,45,4.000000,none,A_postSNV,svm,0.500000,0.472222,0.396226
2,Bu5,USP,19,45,4.000000,none,A_postSNV,rbf_svm,0.625000,0.527778,0.520000
2,Bu5,SNV,19,45,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.694444,0.692308
2,Bu5,SNV,19,45,4.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.527778,0.555556
2,Bu5,SG1,19,45,4.000000,SG1,A2_noPostSNV,svm,0.750000,0.750000,0.703704
2,Bu5,SG1,19,45,4.000000,SG1,A2_noPostSNV,rbf_svm,0.625000,0.622222,0.555556
2,Bu5,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,svm,0.625000,0.522222,0.547170
2,Bu5,EMSC,19,45,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.500000,0.444444,0.407407
2,Bu5,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,svm,0.750000,0.694444,0.692308
2,Bu5,Detrend,19,45,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.375000,0.325397,0.272727
2,Bu5,USP,20,46,0.000000,none,A_postSNV,svm,0.666667,0.577778,0.590909
2,Bu5,USP,20,46,0.000000,none,A_postSNV,rbf_svm,0.666667,0.622222,0.602941
2,Bu5,SNV,20,46,0.000000,SNV,A2_noPostSNV,svm,0.888889,0.777778,0.863636
2,Bu5,SNV,20,46,0.000000,SNV,A2_noPostSNV,rbf_svm,0.888889,0.777778,0.863636
2,Bu5,SG1,20,46,0.000000,SG1,A2_noPostSNV,svm,0.666667,0.527778,0.597015
2,Bu5,SG1,20,46,0.000000,SG1,A2_noPostSNV,rbf_svm,0.666667,0.527778,0.597015
2,Bu5,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,svm,0.777778,0.688889,0.727273
2,Bu5,EMSC,20,46,0.000000,EMSC,A2_noPostSNV,rbf_svm,1.000000,1.000000,1.000000
2,Bu5,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,svm,0.666667,0.577778,0.597015
2,Bu5,Detrend,20,46,0.000000,Detrend,A2_noPostSNV,rbf_svm,0.666667,0.527778,0.597015
2,Bu5,USP,21,46,1.000000,none,A_postSNV,svm,0.555556,0.500000,0.462687
2,Bu5,USP,21,46,1.000000,none,A_postSNV,rbf_svm,0.666667,0.577778,0.597015
2,Bu5,SNV,21,46,1.000000,SNV,A2_noPostSNV,svm,0.666667,0.661111,0.590909
2,Bu5,SNV,21,46,1.000000,SNV,A2_noPostSNV,rbf_svm,0.777778,0.722222,0.723077
2,Bu5,SG1,21,46,1.000000,SG1,A2_noPostSNV,svm,0.777778,0.750000,0.727273
2,Bu5,SG1,21,46,1.000000,SG1,A2_noPostSNV,rbf_svm,0.666667,0.622222,0.602941
2,Bu5,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,svm,0.666667,0.633333,0.584615
2,Bu5,EMSC,21,46,1.000000,EMSC,A2_noPostSNV,rbf_svm,0.555556,0.373016,0.437500
2,Bu5,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,svm,0.444444,0.388889,0.328358
2,Bu5,Detrend,21,46,1.000000,Detrend,A2_noPostSNV,rbf_svm,0.444444,0.361111,0.328358
2,Bu5,USP,22,46,2.000000,none,A_postSNV,svm,0.750000,0.805556,0.698113
2,Bu5,USP,22,46,2.000000,none,A_postSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,SNV,22,46,2.000000,SNV,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SNV,22,46,2.000000,SNV,A2_noPostSNV,rbf_svm,0.625000,0.566667,0.555556
2,Bu5,SG1,22,46,2.000000,SG1,A2_noPostSNV,svm,0.750000,0.805556,0.698113
2,Bu5,SG1,22,46,2.000000,SG1,A2_noPostSNV,rbf_svm,0.625000,0.677778,0.563636
2,Bu5,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,svm,0.750000,0.666667,0.698113
2,Bu5,EMSC,22,46,2.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,svm,0.625000,0.677778,0.563636
2,Bu5,Detrend,22,46,2.000000,Detrend,A2_noPostSNV,rbf_svm,0.500000,0.500000,0.418182
2,Bu5,USP,23,46,3.000000,none,A_postSNV,svm,0.625000,0.500000,0.547170
2,Bu5,USP,23,46,3.000000,none,A_postSNV,rbf_svm,0.875000,0.800000,0.843137
2,Bu5,SNV,23,46,3.000000,SNV,A2_noPostSNV,svm,0.875000,0.888889,0.849057
2,Bu5,SNV,23,46,3.000000,SNV,A2_noPostSNV,rbf_svm,0.875000,0.888889,0.849057
2,Bu5,SG1,23,46,3.000000,SG1,A2_noPostSNV,svm,0.750000,0.666667,0.698113
2,Bu5,SG1,23,46,3.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.688889,0.692308
2,Bu5,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,svm,0.750000,0.666667,0.698113
2,Bu5,EMSC,23,46,3.000000,EMSC,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.692308
2,Bu5,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,svm,0.750000,0.666667,0.698113
2,Bu5,Detrend,23,46,3.000000,Detrend,A2_noPostSNV,rbf_svm,0.750000,0.688889,0.692308
2,Bu5,USP,24,46,4.000000,none,A_postSNV,svm,0.750000,0.722222,0.686275
2,Bu5,USP,24,46,4.000000,none,A_postSNV,rbf_svm,0.625000,0.539683,0.520000
2,Bu5,SNV,24,46,4.000000,SNV,A2_noPostSNV,svm,0.750000,0.694444,0.698113
2,Bu5,SNV,24,46,4.000000,SNV,A2_noPostSNV,rbf_svm,0.750000,0.694444,0.698113
2,Bu5,SG1,24,46,4.000000,SG1,A2_noPostSNV,svm,0.750000,0.688889,0.692308
2,Bu5,SG1,24,46,4.000000,SG1,A2_noPostSNV,rbf_svm,0.750000,0.722222,0.686275
2,Bu5,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,svm,0.750000,0.694444,0.698113
2,Bu5,EMSC,24,46,4.000000,EMSC,A2_noPostSNV,rbf_svm,0.625000,0.611111,0.547170
2,Bu5,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,svm,0.625000,0.472222,0.547170
2,Bu5,Detrend,24,46,4.000000,Detrend,A2_noPostSNV,rbf_svm,0.625000,0.583333,0.547170
2,W6,USP,0,42,0.000000,none,A_postSNV,svm,0.444444,0.311111,0.347826
2,W6,USP,0,42,0.000000,none,A_postSNV,rbf_svm,0.333333,0.177778,0.194030
2,W6,SNV,0,42,0.000000,SNV,A2_noPostSNV,svm,0.555556,0.566667,0.485714
2,W6,SNV,0,42,0.000000,SNV,A2_noPostSNV,rbf_svm,0.222222,0.060606,0.000000
