condition,method,repeat,seed,preprocess,variant,classifier,OA,macro_F1,kappa
Clear,EMSC,19,61,EMSC,A2_noPostSNV,svm,0.974359,0.968254,0.968085
Clear+BandShift,EMSC,19,61,EMSC,A2_noPostSNV,svm,0.769231,0.797619,0.718975
Clear,EMSC,19,61,EMSC,A2_noPostSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,EMSC,19,61,EMSC,A2_noPostSNV,rbf_svm,0.717949,0.564815,0.632705
Clear,EMSC,19,61,EMSC,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,EMSC,19,61,EMSC,A2_noPostSNV,rf,0.846154,0.819444,0.802365
Clear,Detrend,19,61,Detrend,A2_noPostSNV,svm,0.923077,0.937895,0.902743
Clear+BandShift,Detrend,19,61,Detrend,A2_noPostSNV,svm,0.307692,0.160535,0.158946
Clear,Detrend,19,61,Detrend,A2_noPostSNV,rbf_svm,0.923077,0.920784,0.902419
Clear+BandShift,Detrend,19,61,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.229404,0.256553
Clear,Detrend,19,61,Detrend,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,Detrend,19,61,Detrend,A2_noPostSNV,rf,0.846154,0.710245,0.807249
Clear,USP,20,62,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear+BandShift,USP,20,62,none,A_postSNV,svm,0.948718,0.959084,0.935961
Clear,USP,20,62,none,A_postSNV,rbf_svm,0.974359,0.984127,0.967901
Clear+BandShift,USP,20,62,none,A_postSNV,rbf_svm,0.974359,0.984127,0.967901
Clear,USP,20,62,none,A_postSNV,rf,0.897436,0.890815,0.869674
Clear+BandShift,USP,20,62,none,A_postSNV,rf,0.897436,0.890815,0.869674
Clear,SNV,20,62,SNV,A2_noPostSNV,svm,0.948718,0.945166,0.935750
Clear+BandShift,SNV,20,62,SNV,A2_noPostSNV,svm,0.743590,0.644444,0.685737
Clear,SNV,20,62,SNV,A2_noPostSNV,rbf_svm,0.897436,0.858333,0.870000
Clear+BandShift,SNV,20,62,SNV,A2_noPostSNV,rbf_svm,0.358974,0.203014,0.121622
Clear,SNV,20,62,SNV,A2_noPostSNV,rf,0.897436,0.863109,0.869456
Clear+BandShift,SNV,20,62,SNV,A2_noPostSNV,rf,0.871795,0.773579,0.835304
Clear,SG1,20,62,SG1,A2_noPostSNV,svm,0.820513,0.783928,0.773632
Clear+BandShift,SG1,20,62,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.069470
Clear,SG1,20,62,SG1,A2_noPostSNV,rbf_svm,0.717949,0.616947,0.637056
Clear+BandShift,SG1,20,62,SG1,A2_noPostSNV,rbf_svm,0.205128,0.112079,0.075688
Clear,SG1,20,62,SG1,A2_noPostSNV,rf,0.871795,0.823942,0.837635
Clear+BandShift,SG1,20,62,SG1,A2_noPostSNV,rf,0.641026,0.566939,0.536503
Clear,EMSC,20,62,EMSC,A2_noPostSNV,svm,0.923077,0.909921,0.904334
Clear+BandShift,EMSC,20,62,EMSC,A2_noPostSNV,svm,0.641026,0.642330,0.574103
Clear,EMSC,20,62,EMSC,A2_noPostSNV,rbf_svm,0.871795,0.807778,0.836547
Clear+BandShift,EMSC,20,62,EMSC,A2_noPostSNV,rbf_svm,0.487179,0.428652,0.322917
Clear,EMSC,20,62,EMSC,A2_noPostSNV,rf,0.923077,0.897547,0.903226
Clear+BandShift,EMSC,20,62,EMSC,A2_noPostSNV,rf,0.820513,0.750830,0.776596
Clear,Detrend,20,62,Detrend,A2_noPostSNV,svm,0.846154,0.762626,0.806131
Clear+BandShift,Detrend,20,62,Detrend,A2_noPostSNV,svm,0.384615,0.200218,0.252993
Clear,Detrend,20,62,Detrend,A2_noPostSNV,rbf_svm,0.743590,0.636312,0.668367
Clear+BandShift,Detrend,20,62,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.243525,0.243942
Clear,Detrend,20,62,Detrend,A2_noPostSNV,rf,0.897436,0.853925,0.870432
Clear+BandShift,Detrend,20,62,Detrend,A2_noPostSNV,rf,0.871795,0.802265,0.837500
Clear,USP,21,63,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear+BandShift,USP,21,63,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear,USP,21,63,none,A_postSNV,rbf_svm,0.974359,0.968254,0.968085
Clear+BandShift,USP,21,63,none,A_postSNV,rbf_svm,0.974359,0.968254,0.968085
Clear,USP,21,63,none,A_postSNV,rf,0.948718,0.945166,0.935750
Clear+BandShift,USP,21,63,none,A_postSNV,rf,0.948718,0.945166,0.935750
Clear,SNV,21,63,SNV,A2_noPostSNV,svm,0.974359,0.976912,0.968033
Clear+BandShift,SNV,21,63,SNV,A2_noPostSNV,svm,0.692308,0.564153,0.622885
Clear,SNV,21,63,SNV,A2_noPostSNV,rbf_svm,0.974359,0.968254,0.968085
Clear+BandShift,SNV,21,63,SNV,A2_noPostSNV,rbf_svm,0.410256,0.259933,0.196956
Clear,SNV,21,63,SNV,A2_noPostSNV,rf,0.923077,0.912554,0.902581
Clear+BandShift,SNV,21,63,SNV,A2_noPostSNV,rf,0.820513,0.693579,0.769426
Clear,SG1,21,63,SG1,A2_noPostSNV,svm,0.846154,0.805014,0.803526
Clear+BandShift,SG1,21,63,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.055957
Clear,SG1,21,63,SG1,A2_noPostSNV,rbf_svm,0.871795,0.838713,0.838710
Clear+BandShift,SG1,21,63,SG1,A2_noPostSNV,rbf_svm,0.230769,0.130556,0.101382
Clear,SG1,21,63,SG1,A2_noPostSNV,rf,0.923077,0.918944,0.903065
Clear+BandShift,SG1,21,63,SG1,A2_noPostSNV,rf,0.538462,0.426888,0.426471
Clear,EMSC,21,63,EMSC,A2_noPostSNV,svm,0.948718,0.944372,0.936482
Clear+BandShift,EMSC,21,63,EMSC,A2_noPostSNV,svm,0.743590,0.678758,0.686243
Clear,EMSC,21,63,EMSC,A2_noPostSNV,rbf_svm,0.948718,0.946662,0.936378
Clear+BandShift,EMSC,21,63,EMSC,A2_noPostSNV,rbf_svm,0.717949,0.567032,0.635204
Clear,EMSC,21,63,EMSC,A2_noPostSNV,rf,0.948718,0.951587,0.936222
Clear+BandShift,EMSC,21,63,EMSC,A2_noPostSNV,rf,0.871795,0.815801,0.836409
Clear,Detrend,21,63,Detrend,A2_noPostSNV,svm,0.846154,0.831775,0.805162
Clear+BandShift,Detrend,21,63,Detrend,A2_noPostSNV,svm,0.282051,0.074830,0.007273
Clear,Detrend,21,63,Detrend,A2_noPostSNV,rbf_svm,0.820513,0.770130,0.774007
Clear+BandShift,Detrend,21,63,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.240630,0.252396
Clear,Detrend,21,63,Detrend,A2_noPostSNV,rf,0.974359,0.974235,0.967715
Clear+BandShift,Detrend,21,63,Detrend,A2_noPostSNV,rf,0.897436,0.824632,0.870432
Clear,USP,22,64,none,A_postSNV,svm,0.897436,0.863064,0.872653
Clear+BandShift,USP,22,64,none,A_postSNV,svm,0.923077,0.890354,0.904020
Clear,USP,22,64,none,A_postSNV,rbf_svm,0.923077,0.890354,0.904020
Clear+BandShift,USP,22,64,none,A_postSNV,rbf_svm,0.923077,0.890354,0.904020
Clear,USP,22,64,none,A_postSNV,rf,0.794872,0.733730,0.743842
Clear+BandShift,USP,22,64,none,A_postSNV,rf,0.743590,0.653175,0.679012
Clear,SNV,22,64,SNV,A2_noPostSNV,svm,0.897436,0.916427,0.873582
Clear+BandShift,SNV,22,64,SNV,A2_noPostSNV,svm,0.692308,0.507547,0.617647
Clear,SNV,22,64,SNV,A2_noPostSNV,rbf_svm,0.871795,0.899327,0.840295
Clear+BandShift,SNV,22,64,SNV,A2_noPostSNV,rbf_svm,0.435897,0.299557,0.235975
Clear,SNV,22,64,SNV,A2_noPostSNV,rf,0.897436,0.868060,0.872026
Clear+BandShift,SNV,22,64,SNV,A2_noPostSNV,rf,0.769231,0.688253,0.709677
Clear,SG1,22,64,SG1,A2_noPostSNV,svm,0.820513,0.799603,0.771739
Clear+BandShift,SG1,22,64,SG1,A2_noPostSNV,svm,0.410256,0.197849,0.262942
Clear,SG1,22,64,SG1,A2_noPostSNV,rbf_svm,0.820513,0.826768,0.772689
Clear+BandShift,SG1,22,64,SG1,A2_noPostSNV,rbf_svm,0.179487,0.090965,0.050228
Clear,SG1,22,64,SG1,A2_noPostSNV,rf,0.846154,0.851477,0.805162
Clear+BandShift,SG1,22,64,SG1,A2_noPostSNV,rf,0.512821,0.365079,0.362306
Clear,EMSC,22,64,EMSC,A2_noPostSNV,svm,0.897436,0.916427,0.873582
Clear+BandShift,EMSC,22,64,EMSC,A2_noPostSNV,svm,0.820513,0.831536,0.779661
Clear,EMSC,22,64,EMSC,A2_noPostSNV,rbf_svm,0.871795,0.905112,0.841592
Clear+BandShift,EMSC,22,64,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.500712,0.572873
Clear,EMSC,22,64,EMSC,A2_noPostSNV,rf,0.923077,0.899806,0.904490
Clear+BandShift,EMSC,22,64,EMSC,A2_noPostSNV,rf,0.871795,0.825130,0.838442
Clear,Detrend,22,64,Detrend,A2_noPostSNV,svm,0.871795,0.858816,0.838308
Clear+BandShift,Detrend,22,64,Detrend,A2_noPostSNV,svm,0.307692,0.108317,0.048780
Clear,Detrend,22,64,Detrend,A2_noPostSNV,rbf_svm,0.820513,0.814069,0.771739
Clear+BandShift,Detrend,22,64,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.244009,0.250600
Clear,Detrend,22,64,Detrend,A2_noPostSNV,rf,0.923077,0.907864,0.903545
Clear+BandShift,Detrend,22,64,Detrend,A2_noPostSNV,rf,0.820513,0.761522,0.773819
Clear,USP,23,65,none,A_postSNV,svm,0.948718,0.944851,0.936327
Clear+BandShift,USP,23,65,none,A_postSNV,svm,0.948718,0.944851,0.936327
Clear,USP,23,65,none,A_postSNV,rbf_svm,0.923077,0.918807,0.904878
Clear+BandShift,USP,23,65,none,A_postSNV,rbf_svm,0.923077,0.922969,0.904801
Clear,USP,23,65,none,A_postSNV,rf,0.871795,0.884776,0.839242
Clear+BandShift,USP,23,65,none,A_postSNV,rf,0.897436,0.891419,0.870432
Clear,SNV,23,65,SNV,A2_noPostSNV,svm,0.897436,0.903655,0.873171
Clear+BandShift,SNV,23,65,SNV,A2_noPostSNV,svm,0.641026,0.512218,0.560740
Clear,SNV,23,65,SNV,A2_noPostSNV,rbf_svm,0.897436,0.919001,0.872026
Clear+BandShift,SNV,23,65,SNV,A2_noPostSNV,rbf_svm,0.435897,0.309404,0.235294
Clear,SNV,23,65,SNV,A2_noPostSNV,rf,0.897436,0.887451,0.872861
Clear+BandShift,SNV,23,65,SNV,A2_noPostSNV,rf,0.820513,0.791152,0.775124
Clear,SG1,23,65,SG1,A2_noPostSNV,svm,0.871795,0.873699,0.838710
Clear+BandShift,SG1,23,65,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.055957
Clear,SG1,23,65,SG1,A2_noPostSNV,rbf_svm,0.794872,0.799619,0.742786
Clear+BandShift,SG1,23,65,SG1,A2_noPostSNV,rbf_svm,0.153846,0.067460,0.021293
Clear,SG1,23,65,SG1,A2_noPostSNV,rf,0.923077,0.920938,0.902985
Clear+BandShift,SG1,23,65,SG1,A2_noPostSNV,rf,0.564103,0.500363,0.460537
Clear,EMSC,23,65,EMSC,A2_noPostSNV,svm,0.871795,0.881627,0.842742
Clear+BandShift,EMSC,23,65,EMSC,A2_noPostSNV,svm,0.769231,0.772150,0.716478
Clear,EMSC,23,65,EMSC,A2_noPostSNV,rbf_svm,0.871795,0.869769,0.842995
Clear+BandShift,EMSC,23,65,EMSC,A2_noPostSNV,rbf_svm,0.743590,0.614462,0.671164
Clear,EMSC,23,65,EMSC,A2_noPostSNV,rf,0.897436,0.835328,0.872445
Clear+BandShift,EMSC,23,65,EMSC,A2_noPostSNV,rf,0.897436,0.891534,0.872445
Clear,Detrend,23,65,Detrend,A2_noPostSNV,svm,0.820513,0.817785,0.773632
Clear+BandShift,Detrend,23,65,Detrend,A2_noPostSNV,svm,0.230769,0.065217,-0.040925
Clear,Detrend,23,65,Detrend,A2_noPostSNV,rbf_svm,0.820513,0.806065,0.773256
Clear+BandShift,Detrend,23,65,Detrend,A2_noPostSNV,rbf_svm,0.435897,0.277814,0.307506
Clear,Detrend,23,65,Detrend,A2_noPostSNV,rf,0.897436,0.909458,0.871287
Clear+BandShift,Detrend,23,65,Detrend,A2_noPostSNV,rf,0.846154,0.795531,0.806931
Clear,USP,24,66,none,A_postSNV,svm,0.948718,0.939447,0.935908
Clear+BandShift,USP,24,66,none,A_postSNV,svm,0.948718,0.939447,0.935908
Clear,USP,24,66,none,A_postSNV,rbf_svm,0.871795,0.882418,0.839242
Clear+BandShift,USP,24,66,none,A_postSNV,rbf_svm,0.871795,0.882418,0.839242
Clear,USP,24,66,none,A_postSNV,rf,0.769231,0.760098,0.708229
Clear+BandShift,USP,24,66,none,A_postSNV,rf,0.820513,0.848768,0.776230
Clear,SNV,24,66,SNV,A2_noPostSNV,svm,0.897436,0.895990,0.872549
Clear+BandShift,SNV,24,66,SNV,A2_noPostSNV,svm,0.666667,0.536048,0.586122
Clear,SNV,24,66,SNV,A2_noPostSNV,rbf_svm,0.897436,0.906333,0.870432
Clear+BandShift,SNV,24,66,SNV,A2_noPostSNV,rbf_svm,0.358974,0.204710,0.125561
Clear,SNV,24,66,SNV,A2_noPostSNV,rf,0.820513,0.797138,0.771165
Clear+BandShift,SNV,24,66,SNV,A2_noPostSNV,rf,0.743590,0.707630,0.672544
Clear,SG1,24,66,SG1,A2_noPostSNV,svm,0.846154,0.831377,0.803856
Clear+BandShift,SG1,24,66,SG1,A2_noPostSNV,svm,0.435897,0.220026,0.300733
Clear,SG1,24,66,SG1,A2_noPostSNV,rbf_svm,0.743590,0.671834,0.668367
Clear+BandShift,SG1,24,66,SG1,A2_noPostSNV,rbf_svm,0.153846,0.066291,0.016807
Clear,SG1,24,66,SG1,A2_noPostSNV,rf,0.871795,0.858586,0.836134
Clear+BandShift,SG1,24,66,SG1,A2_noPostSNV,rf,0.564103,0.502182,0.458776
Clear,EMSC,24,66,EMSC,A2_noPostSNV,svm,0.897436,0.895990,0.872549
Clear+BandShift,EMSC,24,66,EMSC,A2_noPostSNV,svm,0.692308,0.683323,0.624096
Clear,EMSC,24,66,EMSC,A2_noPostSNV,rbf_svm,0.846154,0.865562,0.807249
Clear+BandShift,EMSC,24,66,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.570425,0.572873
Clear,EMSC,24,66,EMSC,A2_noPostSNV,rf,0.974359,0.968254,0.967715
Clear+BandShift,EMSC,24,66,EMSC,A2_noPostSNV,rf,0.794872,0.753393,0.738912
Clear,Detrend,24,66,Detrend,A2_noPostSNV,svm,0.846154,0.820338,0.803856
Clear+BandShift,Detrend,24,66,Detrend,A2_noPostSNV,svm,0.333333,0.135965,0.085663
Clear,Detrend,24,66,Detrend,A2_noPostSNV,rbf_svm,0.743590,0.617302,0.671441
Clear+BandShift,Detrend,24,66,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.222509,0.224960
Clear,Detrend,24,66,Detrend,A2_noPostSNV,rf,0.897436,0.843434,0.870324
Clear+BandShift,Detrend,24,66,Detrend,A2_noPostSNV,rf,0.820513,0.774928,0.771548
Turbid,USP,0,42,none,A_postSNV,svm,0.976378,0.981693,0.971204
Turbid,USP,0,42,none,A_postSNV,rbf_svm,0.905512,0.912499,0.884764
Turbid,USP,0,42,none,A_postSNV,rf,0.889764,0.892406,0.865578
Turbid,SNV,0,42,SNV,A2_noPostSNV,svm,0.929134,0.933277,0.913520
Turbid,SNV,0,42,SNV,A2_noPostSNV,rbf_svm,0.921260,0.926179,0.904173
Turbid,SNV,0,42,SNV,A2_noPostSNV,rf,0.881890,0.891162,0.855507
Turbid,SG1,0,42,SG1,A2_noPostSNV,svm,0.913386,0.927945,0.894765
Turbid,SG1,0,42,SG1,A2_noPostSNV,rbf_svm,0.881890,0.894669,0.856150
Turbid,SG1,0,42,SG1,A2_noPostSNV,rf,0.929134,0.932914,0.913781
Turbid,EMSC,0,42,EMSC,A2_noPostSNV,svm,0.960630,0.963004,0.952025
Turbid,EMSC,0,42,EMSC,A2_noPostSNV,rbf_svm,0.929134,0.939396,0.913638
Turbid,EMSC,0,42,EMSC,A2_noPostSNV,rf,0.913386,0.904474,0.893716
Turbid,Detrend,0,42,Detrend,A2_noPostSNV,svm,0.913386,0.914751,0.894287
Turbid,Detrend,0,42,Detrend,A2_noPostSNV,rbf_svm,0.889764,0.905404,0.865993
Turbid,Detrend,0,42,Detrend,A2_noPostSNV,rf,0.937008,0.939477,0.923454
Turbid,USP,1,43,none,A_postSNV,svm,0.984252,0.983513,0.980845
Turbid,USP,1,43,none,A_postSNV,rbf_svm,0.968504,0.968652,0.961686
Turbid,USP,1,43,none,A_postSNV,rf,0.952756,0.957354,0.942260
Turbid,SNV,1,43,SNV,A2_noPostSNV,svm,0.976378,0.975470,0.971250
Turbid,SNV,1,43,SNV,A2_noPostSNV,rbf_svm,0.976378,0.977822,0.971254
Turbid,SNV,1,43,SNV,A2_noPostSNV,rf,0.984252,0.984096,0.980823
Turbid,SG1,1,43,SG1,A2_noPostSNV,svm,0.929134,0.925379,0.913846
Turbid,SG1,1,43,SG1,A2_noPostSNV,rbf_svm,0.929134,0.928888,0.913710
Turbid,SG1,1,43,SG1,A2_noPostSNV,rf,0.968504,0.971703,0.961568
Turbid,EMSC,1,43,EMSC,A2_noPostSNV,svm,0.984252,0.984096,0.980823
Turbid,EMSC,1,43,EMSC,A2_noPostSNV,rbf_svm,0.968504,0.969297,0.961591
Turbid,EMSC,1,43,EMSC,A2_noPostSNV,rf,0.976378,0.974579,0.971204
Turbid,Detrend,1,43,Detrend,A2_noPostSNV,svm,0.937008,0.936050,0.923205
Turbid,Detrend,1,43,Detrend,A2_noPostSNV,rbf_svm,0.929134,0.933537,0.913703
Turbid,Detrend,1,43,Detrend,A2_noPostSNV,rf,0.944882,0.950526,0.932779
Turbid,USP,2,44,none,A_postSNV,svm,0.992126,0.993953,0.990402
Turbid,USP,2,44,none,A_postSNV,rbf_svm,0.984252,0.985217,0.980778
Turbid,USP,2,44,none,A_postSNV,rf,0.929134,0.928514,0.913086
Turbid,SNV,2,44,SNV,A2_noPostSNV,svm,0.960630,0.963308,0.951887
Turbid,SNV,2,44,SNV,A2_noPostSNV,rbf_svm,0.968504,0.970785,0.961573
Turbid,SNV,2,44,SNV,A2_noPostSNV,rf,0.952756,0.956452,0.942220
Turbid,SG1,2,44,SG1,A2_noPostSNV,svm,0.937008,0.938329,0.923274
Turbid,SG1,2,44,SG1,A2_noPostSNV,rbf_svm,0.897638,0.900244,0.874248
Turbid,SG1,2,44,SG1,A2_noPostSNV,rf,0.976378,0.971108,0.971160
Turbid,EMSC,2,44,EMSC,A2_noPostSNV,svm,0.968504,0.966549,0.961457
Turbid,EMSC,2,44,EMSC,A2_noPostSNV,rbf_svm,0.952756,0.950161,0.942325
Turbid,EMSC,2,44,EMSC,A2_noPostSNV,rf,0.937008,0.934600,0.922960
Turbid,Detrend,2,44,Detrend,A2_noPostSNV,svm,0.937008,0.927094,0.923048
Turbid,Detrend,2,44,Detrend,A2_noPostSNV,rbf_svm,0.921260,0.922927,0.903781
Turbid,Detrend,2,44,Detrend,A2_noPostSNV,rf,0.968504,0.967383,0.961503
Turbid,USP,3,45,none,A_postSNV,svm,0.976378,0.979372,0.971228
Turbid,USP,3,45,none,A_postSNV,rbf_svm,0.976378,0.981999,0.971241
Turbid,USP,3,45,none,A_postSNV,rf,0.968504,0.967834,0.961509
Turbid,SNV,3,45,SNV,A2_noPostSNV,svm,0.976378,0.981859,0.971206
Turbid,SNV,3,45,SNV,A2_noPostSNV,rbf_svm,0.968504,0.974034,0.961701
Turbid,SNV,3,45,SNV,A2_noPostSNV,rf,0.976378,0.977720,0.971245
Turbid,SG1,3,45,SG1,A2_noPostSNV,svm,0.937008,0.946759,0.923586
Turbid,SG1,3,45,SG1,A2_noPostSNV,rbf_svm,0.897638,0.910484,0.875076
Turbid,SG1,3,45,SG1,A2_noPostSNV,rf,0.937008,0.942642,0.922989
Turbid,EMSC,3,45,EMSC,A2_noPostSNV,svm,0.960630,0.967200,0.951952
Turbid,EMSC,3,45,EMSC,A2_noPostSNV,rbf_svm,0.968504,0.970449,0.961617
Turbid,EMSC,3,45,EMSC,A2_noPostSNV,rf,0.968504,0.973010,0.961666
Turbid,Detrend,3,45,Detrend,A2_noPostSNV,svm,0.929134,0.930527,0.913963
Turbid,Detrend,3,45,Detrend,A2_noPostSNV,rbf_svm,0.897638,0.907969,0.875151
Turbid,Detrend,3,45,Detrend,A2_noPostSNV,rf,0.944882,0.955428,0.932926
Turbid,USP,4,46,none,A_postSNV,svm,0.952756,0.954541,0.942430
Turbid,USP,4,46,none,A_postSNV,rbf_svm,0.968504,0.966709,0.961678
Turbid,USP,4,46,none,A_postSNV,rf,0.952756,0.958627,0.942273
Turbid,SNV,4,46,SNV,A2_noPostSNV,svm,0.952756,0.954563,0.942438
Turbid,SNV,4,46,SNV,A2_noPostSNV,rbf_svm,0.944882,0.946428,0.932697
Turbid,SNV,4,46,SNV,A2_noPostSNV,rf,0.944882,0.949536,0.932692
Turbid,SG1,4,46,SG1,A2_noPostSNV,svm,0.944882,0.946735,0.932799
Turbid,SG1,4,46,SG1,A2_noPostSNV,rbf_svm,0.913386,0.926741,0.894327
Turbid,SG1,4,46,SG1,A2_noPostSNV,rf,0.968504,0.972774,0.961585
Turbid,EMSC,4,46,EMSC,A2_noPostSNV,svm,0.968504,0.971545,0.961509
Turbid,EMSC,4,46,EMSC,A2_noPostSNV,rbf_svm,0.937008,0.943714,0.923216
Turbid,EMSC,4,46,EMSC,A2_noPostSNV,rf,0.952756,0.956167,0.942286
Turbid,Detrend,4,46,Detrend,A2_noPostSNV,svm,0.905512,0.900724,0.884353
Turbid,Detrend,4,46,Detrend,A2_noPostSNV,rbf_svm,0.897638,0.899395,0.874972
Turbid,Detrend,4,46,Detrend,A2_noPostSNV,rf,0.976378,0.968482,0.971165
Turbid,USP,5,47,none,A_postSNV,svm,0.960630,0.965274,0.952191
Turbid,USP,5,47,none,A_postSNV,rbf_svm,0.937008,0.942928,0.923546
Turbid,USP,5,47,none,A_postSNV,rf,0.866142,0.874157,0.836303
Turbid,SNV,5,47,SNV,A2_noPostSNV,svm,0.944882,0.953094,0.932987
Turbid,SNV,5,47,SNV,A2_noPostSNV,rbf_svm,0.944882,0.949531,0.932911
Turbid,SNV,5,47,SNV,A2_noPostSNV,rf,0.944882,0.948467,0.932784
Turbid,SG1,5,47,SG1,A2_noPostSNV,svm,0.897638,0.911937,0.875340
Turbid,SG1,5,47,SG1,A2_noPostSNV,rbf_svm,0.850394,0.867470,0.817349
Turbid,SG1,5,47,SG1,A2_noPostSNV,rf,0.937008,0.943801,0.923355
Turbid,EMSC,5,47,EMSC,A2_noPostSNV,svm,0.960630,0.965298,0.952021
Turbid,EMSC,5,47,EMSC,A2_noPostSNV,rbf_svm,0.937008,0.948176,0.923350
Turbid,EMSC,5,47,EMSC,A2_noPostSNV,rf,0.937008,0.946442,0.923036
Turbid,Detrend,5,47,Detrend,A2_noPostSNV,svm,0.905512,0.920542,0.885103
Turbid,Detrend,5,47,Detrend,A2_noPostSNV,rbf_svm,0.858268,0.875649,0.826949
Turbid,Detrend,5,47,Detrend,A2_noPostSNV,rf,0.921260,0.930648,0.904259
Turbid,USP,6,48,none,A_postSNV,svm,0.944882,0.946779,0.932753
Turbid,USP,6,48,none,A_postSNV,rbf_svm,0.937008,0.940438,0.923379
Turbid,USP,6,48,none,A_postSNV,rf,0.937008,0.938183,0.923019
Turbid,SNV,6,48,SNV,A2_noPostSNV,svm,0.952756,0.950572,0.942356
Turbid,SNV,6,48,SNV,A2_noPostSNV,rbf_svm,0.944882,0.945215,0.932702
Turbid,SNV,6,48,SNV,A2_noPostSNV,rf,0.960630,0.950797,0.951751
Turbid,SG1,6,48,SG1,A2_noPostSNV,svm,0.921260,0.932600,0.904165
Turbid,SG1,6,48,SG1,A2_noPostSNV,rbf_svm,0.921260,0.926876,0.904006
Turbid,SG1,6,48,SG1,A2_noPostSNV,rf,0.944882,0.939781,0.932799
Turbid,EMSC,6,48,EMSC,A2_noPostSNV,svm,0.960630,0.953204,0.951894
Turbid,EMSC,6,48,EMSC,A2_noPostSNV,rbf_svm,0.921260,0.925425,0.904108
Turbid,EMSC,6,48,EMSC,A2_noPostSNV,rf,0.944882,0.936876,0.932519
Turbid,Detrend,6,48,Detrend,A2_noPostSNV,svm,0.874016,0.876729,0.846757
Turbid,Detrend,6,48,Detrend,A2_noPostSNV,rbf_svm,0.874016,0.886958,0.846526
Turbid,Detrend,6,48,Detrend,A2_noPostSNV,rf,0.921260,0.925674,0.904173
Turbid,USP,7,49,none,A_postSNV,svm,0.992126,0.991692,0.990393
Turbid,USP,7,49,none,A_postSNV,rbf_svm,0.976378,0.975205,0.971256
Turbid,USP,7,49,none,A_postSNV,rf,0.929134,0.933093,0.913573
Turbid,SNV,7,49,SNV,A2_noPostSNV,svm,0.984252,0.982666,0.980778
Turbid,SNV,7,49,SNV,A2_noPostSNV,rbf_svm,0.968504,0.961888,0.961483
Turbid,SNV,7,49,SNV,A2_noPostSNV,rf,0.984252,0.985582,0.980774
Turbid,SG1,7,49,SG1,A2_noPostSNV,svm,0.944882,0.940052,0.932697
Turbid,SG1,7,49,SG1,A2_noPostSNV,rbf_svm,0.921260,0.925992,0.903839
Turbid,SG1,7,49,SG1,A2_noPostSNV,rf,0.968504,0.968159,0.961562
Turbid,EMSC,7,49,EMSC,A2_noPostSNV,svm,0.952756,0.949063,0.942299
Turbid,EMSC,7,49,EMSC,A2_noPostSNV,rbf_svm,0.992126,0.990426,0.990389
Turbid,EMSC,7,49,EMSC,A2_noPostSNV,rf,0.960630,0.959731,0.951879
Turbid,Detrend,7,49,Detrend,A2_noPostSNV,svm,0.921260,0.917388,0.903955
Turbid,Detrend,7,49,Detrend,A2_noPostSNV,rbf_svm,0.905512,0.912147,0.884703
Turbid,Detrend,7,49,Detrend,A2_noPostSNV,rf,0.952756,0.945979,0.942417
Turbid,USP,8,50,none,A_postSNV,svm,0.968504,0.971081,0.961669
Turbid,USP,8,50,none,A_postSNV,rbf_svm,0.968504,0.971111,0.961735
Turbid,USP,8,50,none,A_postSNV,rf,0.929134,0.928361,0.913396
Turbid,SNV,8,50,SNV,A2_noPostSNV,svm,0.944882,0.945312,0.932896
Turbid,SNV,8,50,SNV,A2_noPostSNV,rbf_svm,0.929134,0.928347,0.913547
Turbid,SNV,8,50,SNV,A2_noPostSNV,rf,0.944882,0.947849,0.932850
Turbid,SG1,8,50,SG1,A2_noPostSNV,svm,0.921260,0.919778,0.904144
Turbid,SG1,8,50,SG1,A2_noPostSNV,rbf_svm,0.889764,0.884076,0.865323
Turbid,SG1,8,50,SG1,A2_noPostSNV,rf,0.968504,0.967040,0.961611
Turbid,EMSC,8,50,EMSC,A2_noPostSNV,svm,0.960630,0.962183,0.952032
Turbid,EMSC,8,50,EMSC,A2_noPostSNV,rbf_svm,0.937008,0.941374,0.923147
Turbid,EMSC,8,50,EMSC,A2_noPostSNV,rf,0.960630,0.964993,0.951949
Turbid,Detrend,8,50,Detrend,A2_noPostSNV,svm,0.889764,0.891848,0.865517
Turbid,Detrend,8,50,Detrend,A2_noPostSNV,rbf_svm,0.874016,0.878681,0.846502
Turbid,Detrend,8,50,Detrend,A2_noPostSNV,rf,0.944882,0.940557,0.932956
Turbid,USP,9,51,none,A_postSNV,svm,0.976378,0.977167,0.971234
